5.563633,5.602015,5.579579,5.458152,5.691303,5.678545,5.604133,5.860284,5.561504,5.455075,5.760425,5.866074,5.307858,4.033665,1.695974,1.700621,1.853641,1.629910,0.951442,0.221290,0.049876,1.542163,2.396322,3.184922,3.933115,3.672013,4.089386,4.669074,4.836636,5.109427,5.026042,4.630313,4.942101,5.049376,5.139215,5.393280,5.157114,5.107637,5.253180,5.146108,5.233925,5.277709,5.069260,5.186700,5.210073,5.156488,5.285902,5.111719,4.997179,5.200582,5.073202,5.096200,5.189762,4.925903,5.019590,5.097666,4.952200,5.135245,5.014753,4.779006,5.095882,4.997301,4.862834,4.856644,4.748004,4.424507,4.047716
6.779765,6.900837,6.976695,6.946366,7.254208,7.245468,7.094812,7.146372,7.059537,7.203923,7.687836,7.843141,6.665839,4.514621,1.699077,1.940675,2.259133,1.910901,0.404678,0.581695,0.886616,0.029547,0.263469,0.158629,0.170581,1.107384,3.063173,4.608370,4.278154,5.448430,5.712329,4.955525,5.423343,5.868142,6.195210,6.273291,6.163311,6.140510,6.209803,6.200380,6.222607,6.251668,6.269093,6.284369,6.284515,6.272573,6.267748,6.194868,6.169938,6.282297,6.255554,6.239907,6.230324,6.171392,6.267138,6.359946,6.362699,6.363863,6.314265,6.310308,6.694115,6.796839,6.576878,5.967863,5.440666,4.718053,4.030742
7.279299,7.324330,7.353862,7.346766,7.555360,7.522435,7.370874,7.336547,7.154159,7.246853,7.741726,7.939725,6.778970,4.551492,1.412733,1.657871,2.097180,1.924564,0.316412,0.777066,1.272040,0.832896,0.768985,1.164502,1.874755,0.813403,0.973639,2.429476,2.154442,3.796287,4.715376,4.699993,5.435362,6.065097,6.460442,6.419892,6.317494,6.294331,6.356693,6.445250,6.461402,6.494283,6.621637,6.626638,6.642561,6.666935,6.629529,6.604420,6.619592,6.703397,6.754379,6.738902,6.686470,6.717732,6.804840,6.895018,6.959889,6.930500,6.944026,7.040739,7.364835,7.578639,7.380620,6.575148,5.930999,5.076762,4.275370
7.488109,7.478197,7.457798,7.426129,7.440262,7.399202,7.349306,7.391468,7.058825,6.989373,7.378126,7.672224,6.824686,4.846914,1.360891,1.254326,1.484189,1.302721,0.126981,0.932172,1.613560,1.395529,1.335882,1.584409,2.115942,2.162512,1.770843,1.263248,0.993522,0.456232,1.731264,2.796675,5.135602,6.176811,6.478053,6.367421,6.263870,6.233430,6.281386,6.398674,6.424459,6.454761,6.569615,6.585076,6.610859,6.648233,6.657394,6.632229,6.632479,6.704326,6.778492,6.789567,6.758550,6.777203,6.824732,6.877435,6.923299,6.959413,6.996731,7.054196,7.200022,7.469502,7.371467,6.632178,6.046456,5.252296,4.500040
8.574955,8.853897,9.051482,9.028934,8.946359,8.982409,9.120099,9.355095,9.327115,9.424193,9.771214,10.312738,9.213224,6.635971,2.356966,1.535414,0.911604,0.247845,1.228889,2.260574,3.066901,3.157876,3.303833,3.663922,4.198539,3.990703,4.490867,4.852338,3.996466,3.295808,2.796703,1.875267,4.957618,7.324853,7.563536,7.350147,7.460650,7.460942,7.340304,7.350405,7.302321,7.279066,7.355614,7.245367,7.194165,7.210107,7.239336,7.221499,7.187811,7.155500,7.191966,7.213700,7.222244,7.240665,7.196190,7.165368,7.192881,7.210392,7.212433,7.192076,7.120101,7.521967,7.495866,6.575753,5.828835,4.974233,4.228675
8.663461,8.986938,9.321016,9.550625,9.465733,9.412086,9.407600,9.508738,9.349236,9.392443,9.792861,10.504642,9.519952,7.021991,2.810469,1.756389,1.174448,0.402066,1.310980,3.048605,4.428063,4.753754,5.187409,5.702889,6.198314,5.503298,5.438303,5.586503,5.511651,3.991295,3.587434,4.130748,0.692815,4.187526,7.957214,7.718484,7.741864,7.779764,7.799073,7.768050,7.691254,7.637212,7.668444,7.586335,7.530252,7.512563,7.543153,7.500628,7.457503,7.462381,7.476227,7.486337,7.490973,7.484579,7.460368,7.492029,7.630851,7.716958,7.721522,7.663523,7.591383,7.814940,7.670361,6.806733,6.190820,5.316428,4.471813
8.582797,8.792190,8.912844,8.830037,8.913492,8.845424,8.754558,8.921639,8.695112,8.769520,9.362313,9.988157,8.853551,6.351828,2.716945,2.170042,1.690633,0.568250,0.942235,2.712577,4.295215,4.958200,5.393464,5.999246,6.701540,5.659850,5.234636,5.185326,5.345293,4.137983,3.906055,4.649941,3.213581,2.180782,7.234553,7.543431,7.087597,6.983964,7.258595,7.259401,7.256930,7.259971,7.277256,7.306955,7.283566,7.236381,7.341818,7.289922,7.244365,7.316670,7.297113,7.318724,7.365143,7.343060,7.378155,7.436055,7.502303,7.590039,7.654788,7.725231,7.904151,8.210593,7.977358,6.826611,6.193001,5.316394,4.476940
8.757668,8.991077,9.074105,8.856687,8.973742,8.840346,8.663342,8.891506,8.567044,8.640364,9.399564,9.933962,8.754822,6.325441,3.048406,2.664886,1.943791,0.166713,1.236363,3.001105,4.722799,5.784207,6.428212,7.192396,8.043344,7.323650,6.608243,6.132023,6.261829,4.967854,4.769124,5.679457,4.415941,1.557814,7.256532,7.609579,6.998617,6.806232,7.075160,7.067152,7.103223,7.118157,7.052616,7.106077,7.080063,7.010052,7.159588,7.115551,7.078894,7.186443,7.177886,7.219496,7.283629,7.221670,7.285002,7.335812,7.295995,7.381132,7.446404,7.547550,7.898171,8.293382,8.054957,6.786227,6.153965,5.302739,4.496147
9.356908,9.806268,10.122231,10.081538,10.075124,9.844862,9.604366,9.828677,9.321049,9.356225,10.315738,10.806834,9.657047,7.236380,3.770244,2.900170,1.638444,0.665279,2.362950,4.381658,6.322399,7.564115,8.683612,9.694209,10.555301,10.808910,10.002383,9.105041,9.267690,7.374253,7.090764,8.319054,5.254503,2.103377,8.443991,8.141020,7.898215,7.786247,7.778563,7.653076,7.636359,7.597869,7.424485,7.370874,7.285417,7.195850,7.312543,7.277887,7.244766,7.316314,7.363296,7.422865,7.464715,7.349833,7.386970,7.414934,7.343442,7.455476,7.455647,7.435683,7.730188,8.127119,7.966986,6.872823,6.271051,5.421804,4.601983
10.159073,10.612454,10.706717,10.121455,10.377274,10.352538,10.273648,10.629729,9.843629,10.028837,11.795327,11.968317,10.034224,6.698460,2.751106,1.817988,0.704492,1.287381,2.697601,5.027708,7.167649,7.399068,8.473117,9.621273,10.681204,11.453392,11.538767,11.615321,12.506434,12.249621,12.281085,12.096774,5.424150,2.610387,8.568825,8.368813,8.306222,8.405983,8.576955,8.200212,8.115484,8.156414,8.221220,8.118101,7.983841,7.860384,7.906924,7.820972,7.714379,7.657437,7.693638,7.760567,7.823500,7.752651,7.764091,7.810892,7.874137,8.038921,8.126030,8.171180,8.301786,8.796190,8.693890,7.477654,6.623275,5.539710,4.542737
