Row,Column,Region_Name,SIG_ENG_NM,Ratio
7,23,Jeju,Seogwipo-si,1.0
7,24,Jeju,Seogwipo-si,1.0
8,22,Jeju,Seogwipo-si,1.0
8,23,Jeju,Jeju-si,0.0002643350658141
8,23,Jeju,Seogwipo-si,0.999735664934186
8,24,Jeju,Seogwipo-si,1.0
8,25,Jeju,Seogwipo-si,1.0
8,26,Jeju,Seogwipo-si,1.0
8,27,Jeju,Seogwipo-si,1.0
8,28,Jeju,Seogwipo-si,1.0
9,22,Jeju,Jeju-si,0.8519001303524976
9,22,Jeju,Seogwipo-si,0.1480998696475023
9,23,Jeju,Jeju-si,0.7951613227329861
9,23,Jeju,Seogwipo-si,0.2048386348490273
9,24,Jeju,Jeju-si,0.3193976266874633
9,24,Jeju,Seogwipo-si,0.6806023733125367
9,25,Jeju,Jeju-si,0.0905160692310479
9,25,Jeju,Seogwipo-si,0.9094838949251576
9,26,Jeju,Jeju-si,9.184160980533933e-05
9,26,Jeju,Seogwipo-si,0.9999081562324827
9,27,Jeju,Seogwipo-si,1.0
9,28,Jeju,Seogwipo-si,1.0
9,29,Jeju,Seogwipo-si,1.0
9,30,Jeju,Seogwipo-si,1.0
10,23,Jeju,Jeju-si,1.0
10,24,Jeju,Jeju-si,1.0
10,25,Jeju,Jeju-si,0.9854461804373136
10,25,Jeju,Seogwipo-si,0.0145537876917458
10,26,Jeju,Jeju-si,0.8953390410126971
10,26,Jeju,Seogwipo-si,0.1046608710259068
10,27,Jeju,Jeju-si,0.6105687642449819
10,27,Jeju,Seogwipo-si,0.389431235755018
10,28,Jeju,Jeju-si,0.2111460440644426
10,28,Jeju,Seogwipo-si,0.7888519745262518
10,29,Jeju,Jeju-si,0.0083842243195706
10,29,Jeju,Seogwipo-si,0.9916157756804294
10,30,Jeju,Seogwipo-si,1.0
11,23,Jeju,Jeju-si,1.0
11,24,Jeju,Jeju-si,1.0
11,25,Jeju,Jeju-si,1.0
11,26,Jeju,Jeju-si,1.0
11,27,Jeju,Jeju-si,1.0
11,28,Jeju,Jeju-si,1.0
11,29,Jeju,Jeju-si,0.8204061944862308
11,29,Jeju,Seogwipo-si,0.1795938055137692
11,30,Jeju,Jeju-si,0.4503130719370126
11,30,Jeju,Seogwipo-si,0.549681377560234
11,31,Jeju,Jeju-si,1.0
12,26,Jeju,Jeju-si,1.0
12,27,Jeju,Jeju-si,1.0
12,28,Jeju,Jeju-si,1.0
12,29,Jeju,Jeju-si,1.0
12,30,Jeju,Jeju-si,1.0
14,24,Jeju,Jeju-si,1.0
16,24,Jeju,Jeju-si,1.0
16,25,Jeju,Jeju-si,1.0
16,27,Jeju,Jeju-si,1.0
17,23,Jeju,Jeju-si,1.0
17,24,Jeju,Jeju-si,1.0
17,25,Jeju,Jeju-si,1.0
17,30,Jeon-Nam,Wando-gun,1.0
17,34,Jeon-Nam,Yeosu-si,1.0
18,11,Jeon-Nam,Sinan-gun,1.0
18,12,Jeon-Nam,Sinan-gun,1.0
18,24,Jeju,Jeju-si,1.0
18,34,Jeon-Nam,Yeosu-si,1.0
18,35,Jeon-Nam,Yeosu-si,1.0
18,37,Jeon-Nam,Yeosu-si,1.0
19,11,Jeon-Nam,Sinan-gun,1.0
19,12,Jeon-Nam,Sinan-gun,1.0
19,20,Jeon-Nam,Jindo-gun,1.0
19,25,Jeon-Nam,Wando-gun,1.0
19,26,Jeon-Nam,Wando-gun,1.0
19,27,Jeon-Nam,Wando-gun,1.0
19,28,Jeon-Nam,Wando-gun,1.0
19,29,Jeon-Nam,Wando-gun,1.0
19,30,Jeon-Nam,Wando-gun,1.0
19,36,Jeon-Nam,Yeosu-si,1.0
20,15,Jeon-Nam,Sinan-gun,1.0
20,16,Jeon-Nam,Sinan-gun,1.0
20,19,Jeon-Nam,Jindo-gun,1.0
20,20,Jeon-Nam,Jindo-gun,1.0
20,21,Jeon-Nam,Jindo-gun,1.0
20,22,Jeon-Nam,Jindo-gun,1.0
20,23,Jeon-Nam,Jindo-gun,1.0
20,24,Jeon-Nam,Wando-gun,0.2144439559950208
20,24,Jeon-Nam,Jindo-gun,0.7855560440049791
20,25,Jeon-Nam,Wando-gun,1.0
20,26,Jeon-Nam,Wando-gun,1.0
20,27,Jeon-Nam,Wando-gun,1.0
20,28,Jeon-Nam,Wando-gun,1.0
20,29,Jeon-Nam,Wando-gun,1.0
20,30,Jeon-Nam,Wando-gun,1.0
20,31,Jeon-Nam,Wando-gun,1.0
20,32,Jeon-Nam,Wando-gun,1.0
20,33,Jeon-Nam,Yeosu-si,0.9486272532258936
20,33,Jeon-Nam,Wando-gun,0.0513727467741066
20,34,Jeon-Nam,Yeosu-si,1.0
20,35,Jeon-Nam,Yeosu-si,1.0
20,36,Jeon-Nam,Yeosu-si,1.0
21,20,Jeon-Nam,Jindo-gun,1.0
21,21,Jeon-Nam,Jindo-gun,1.0
21,22,Jeon-Nam,Jindo-gun,1.0
21,24,Jeon-Nam,Jindo-gun,1.0
21,25,Jeon-Nam,Haenam-gun,0.449977329263768
21,25,Jeon-Nam,Wando-gun,0.5483141347432029
21,25,Jeon-Nam,Jindo-gun,0.0017085359930289
21,26,Jeon-Nam,Haenam-gun,0.8968252555168822
21,26,Jeon-Nam,Wando-gun,0.1031747444831177
21,27,Jeon-Nam,Haenam-gun,0.4484201898920384
21,27,Jeon-Nam,Wando-gun,0.5515798101079615
21,28,Jeon-Nam,Wando-gun,1.0
21,29,Jeon-Nam,Wando-gun,1.0
21,30,Jeon-Nam,Wando-gun,1.0
21,31,Jeon-Nam,Wando-gun,1.0
21,32,Jeon-Nam,Wando-gun,1.0
21,33,Jeon-Nam,Yeosu-si,1.0
21,34,Jeon-Nam,Yeosu-si,0.9302775130410772
21,34,Jeon-Nam,Goheung-gun,0.0697224869589227
21,35,Jeon-Nam,Yeosu-si,1.0
21,36,Jeon-Nam,Yeosu-si,1.0
21,39,Jeon-Nam,Yeosu-si,1.0
22,13,Jeon-Nam,Sinan-gun,1.0
22,14,Jeon-Nam,Sinan-gun,1.0
22,20,Jeon-Nam,Jindo-gun,1.0
22,21,Jeon-Nam,Jindo-gun,1.0
22,22,Jeon-Nam,Jindo-gun,1.0
22,23,Jeon-Nam,Jindo-gun,1.0
22,24,Jeon-Nam,Jindo-gun,1.0
22,25,Jeon-Nam,Haenam-gun,1.0
22,26,Jeon-Nam,Haenam-gun,1.0
22,27,Jeon-Nam,Haenam-gun,0.626829954422486
22,27,Jeon-Nam,Wando-gun,0.373170045577514
22,28,Jeon-Nam,Haenam-gun,0.0002890439949044
22,28,Jeon-Nam,Wando-gun,0.9997109560050956
22,29,Jeon-Nam,Wando-gun,1.0
22,30,Jeon-Nam,Jangheung-gun,0.0009105178729313
22,30,Jeon-Nam,Wando-gun,0.9990894821270686
22,31,Jeon-Nam,Wando-gun,1.0
22,32,Jeon-Nam,Wando-gun,1.0
22,33,Jeon-Nam,Goheung-gun,1.0
22,34,Jeon-Nam,Goheung-gun,1.0
22,35,Jeon-Nam,Goheung-gun,1.0
22,36,Jeon-Nam,Goheung-gun,1.0
22,39,Jeon-Nam,Yeosu-si,1.0
23,13,Jeon-Nam,Sinan-gun,1.0
23,14,Jeon-Nam,Sinan-gun,1.0
23,20,Jeon-Nam,Jindo-gun,1.0
23,21,Jeon-Nam,Jindo-gun,1.0
23,22,Jeon-Nam,Jindo-gun,1.0
23,23,Jeon-Nam,Jindo-gun,1.0
23,24,Jeon-Nam,Jindo-gun,1.0
23,25,Jeon-Nam,Haenam-gun,0.9954246296620844
23,25,Jeon-Nam,Jindo-gun,0.0045753703379156
23,26,Jeon-Nam,Haenam-gun,1.0
23,27,Jeon-Nam,Haenam-gun,1.0
23,28,Jeon-Nam,Gangjin-gun,0.6350743947495096
23,28,Jeon-Nam,Haenam-gun,0.3646764067771355
23,28,Jeon-Nam,Wando-gun,0.0002491984733548
23,29,Jeon-Nam,Jangheung-gun,0.3505986331548119
23,29,Jeon-Nam,Gangjin-gun,0.5289915037477901
23,29,Jeon-Nam,Wando-gun,0.1204098539778032
23,30,Jeon-Nam,Jangheung-gun,1.0
23,31,Jeon-Nam,Wando-gun,1.0
23,32,Jeon-Nam,Goheung-gun,0.9954594640023888
23,32,Jeon-Nam,Wando-gun,0.0045405359976109
23,33,Jeon-Nam,Goheung-gun,1.0
23,34,Jeon-Nam,Goheung-gun,1.0
23,35,Jeon-Nam,Goheung-gun,1.0
23,36,Jeon-Nam,Goheung-gun,1.0
23,38,Jeon-Nam,Yeosu-si,1.0
23,39,Jeon-Nam,Yeosu-si,1.0
23,40,Jeon-Nam,Yeosu-si,1.0
24,17,Jeon-Nam,Sinan-gun,1.0
24,18,Jeon-Nam,Sinan-gun,1.0
24,19,Jeon-Nam,Sinan-gun,1.0
24,20,Jeon-Nam,Sinan-gun,1.0
24,21,Jeon-Nam,Sinan-gun,1.0
24,22,Jeon-Nam,Jindo-gun,0.0540930600979312
24,22,Jeon-Nam,Sinan-gun,0.9459069399020688
24,23,Jeon-Nam,Jindo-gun,0.9865812286930258
24,23,Jeon-Nam,Sinan-gun,0.0132081052377274
24,24,Jeon-Nam,Haenam-gun,0.3667850561777449
24,24,Jeon-Nam,Jindo-gun,0.6332149438222551
24,25,Jeon-Nam,Haenam-gun,1.0
24,26,Jeon-Nam,Haenam-gun,1.0
24,27,Jeon-Nam,Gangjin-gun,0.0205829177035914
24,27,Jeon-Nam,Haenam-gun,0.9794170822964086
24,28,Jeon-Nam,Gangjin-gun,0.9561733388566136
24,28,Jeon-Nam,Haenam-gun,0.0438266611433863
24,29,Jeon-Nam,Jangheung-gun,0.1435608162259824
24,29,Jeon-Nam,Gangjin-gun,0.8564390408949305
24,30,Jeon-Nam,Jangheung-gun,0.9973350916328588
24,30,Jeon-Nam,Gangjin-gun,0.0026649074316545
24,31,Jeon-Nam,Jangheung-gun,1.0
24,32,Jeon-Nam,Goheung-gun,1.0
24,33,Jeon-Nam,Goheung-gun,1.0
24,34,Jeon-Nam,Goheung-gun,1.0
24,35,Jeon-Nam,Goheung-gun,1.0
24,36,Jeon-Nam,Yeosu-si,0.0098707101170024
24,36,Jeon-Nam,Goheung-gun,0.9901292898829976
24,37,Jeon-Nam,Yeosu-si,1.0
24,38,Jeon-Nam,Yeosu-si,1.0
24,39,Jeon-Nam,Yeosu-si,1.0
24,42,Gyeong-Nam,Tongyeong-si,0.4186004990754541
24,42,Gyeong-Nam,Namhae-gun,0.581399500924546
24,43,Gyeong-Nam,Tongyeong-si,1.0
24,44,Gyeong-Nam,Tongyeong-si,1.0
24,45,Gyeong-Nam,Tongyeong-si,1.0
24,48,Gyeong-Nam,Tongyeong-si,1.0
25,12,Jeon-Nam,Sinan-gun,1.0
25,13,Jeon-Nam,Sinan-gun,1.0
25,14,Jeon-Nam,Sinan-gun,1.0
25,15,Jeon-Nam,Sinan-gun,1.0
25,19,Jeon-Nam,Sinan-gun,1.0
25,20,Jeon-Nam,Sinan-gun,1.0
25,21,Jeon-Nam,Sinan-gun,1.0
25,22,Jeon-Nam,Sinan-gun,1.0
25,23,Jeon-Nam,Haenam-gun,0.7932834090047427
25,23,Jeon-Nam,Jindo-gun,9.469239872806534e-05
25,23,Jeon-Nam,Sinan-gun,0.2066218985965292
25,24,Jeon-Nam,Haenam-gun,1.0
25,25,Jeon-Nam,Haenam-gun,1.0
25,26,Jeon-Nam,Haenam-gun,0.9855384665837637
25,26,Jeon-Nam,Yeongam-gun,0.0144609756364544
25,27,Jeon-Nam,Gangjin-gun,0.0117338490152613
25,27,Jeon-Nam,Haenam-gun,0.9882661509847388
25,28,Jeon-Nam,Gangjin-gun,0.9177731671575856
25,28,Jeon-Nam,Haenam-gun,0.0822268328424143
25,29,Jeon-Nam,Jangheung-gun,0.1689453855639861
25,29,Jeon-Nam,Gangjin-gun,0.8310540782875662
25,30,Jeon-Nam,Jangheung-gun,1.0
25,31,Jeon-Nam,Boseong-gun,0.1991314553786778
25,31,Jeon-Nam,Jangheung-gun,0.8008633780312507
25,32,Jeon-Nam,Goheung-gun,0.9959582216922106
25,32,Jeon-Nam,Boseong-gun,0.0040417783077894
25,33,Jeon-Nam,Goheung-gun,1.0
25,34,Jeon-Nam,Goheung-gun,1.0
25,35,Jeon-Nam,Goheung-gun,1.0
25,36,Jeon-Nam,Yeosu-si,0.5379853685265853
25,36,Jeon-Nam,Goheung-gun,0.4620146314734147
25,37,Jeon-Nam,Yeosu-si,1.0
25,38,Jeon-Nam,Yeosu-si,1.0
25,39,Jeon-Nam,Yeosu-si,1.0
25,42,Gyeong-Nam,Namhae-gun,1.0
25,43,Gyeong-Nam,Tongyeong-si,1.0
25,44,Gyeong-Nam,Tongyeong-si,1.0
25,45,Gyeong-Nam,Tongyeong-si,1.0
25,46,Gyeong-Nam,Tongyeong-si,1.0
26,12,Jeon-Nam,Sinan-gun,1.0
26,13,Jeon-Nam,Sinan-gun,1.0
26,14,Jeon-Nam,Sinan-gun,1.0
26,15,Jeon-Nam,Sinan-gun,1.0
26,19,Jeon-Nam,Sinan-gun,1.0
26,20,Jeon-Nam,Sinan-gun,1.0
26,21,Jeon-Nam,Sinan-gun,1.0
26,22,Jeon-Nam,Sinan-gun,1.0
26,23,Jeon-Nam,Haenam-gun,0.7966658563395106
26,23,Jeon-Nam,Sinan-gun,0.2033341436604893
26,24,Jeon-Nam,Mokpo-si,0.0146556304982809
26,24,Jeon-Nam,Haenam-gun,0.9326231875962862
26,24,Jeon-Nam,Yeongam-gun,0.0527211819054328
26,25,Jeon-Nam,Haenam-gun,0.679692964541019
26,25,Jeon-Nam,Yeongam-gun,0.320307035458981
26,26,Jeon-Nam,Haenam-gun,0.0700588537715007
26,26,Jeon-Nam,Yeongam-gun,0.9299405441633724
26,27,Jeon-Nam,Gangjin-gun,0.0989832708900303
26,27,Jeon-Nam,Haenam-gun,0.1307433009452838
26,27,Jeon-Nam,Yeongam-gun,0.7702672378115307
26,28,Jeon-Nam,Gangjin-gun,0.9682234119105764
26,28,Jeon-Nam,Haenam-gun,0.0308079054829798
26,28,Jeon-Nam,Yeongam-gun,0.0009685193877497
26,29,Jeon-Nam,Jangheung-gun,0.3794853830105311
26,29,Jeon-Nam,Gangjin-gun,0.6205145145199228
26,30,Jeon-Nam,Boseong-gun,0.0250122097431779
26,30,Jeon-Nam,Jangheung-gun,0.9749856823010956
26,31,Jeon-Nam,Boseong-gun,0.8410316089161898
26,31,Jeon-Nam,Jangheung-gun,0.1589644586379502
26,32,Jeon-Nam,Boseong-gun,1.0
26,33,Jeon-Nam,Goheung-gun,0.6685352497652144
26,33,Jeon-Nam,Boseong-gun,0.3314647502347855
26,34,Jeon-Nam,Goheung-gun,1.0
26,35,Jeon-Nam,Yeosu-si,0.0004736481602707
26,35,Jeon-Nam,Goheung-gun,0.9995263518397292
26,36,Jeon-Nam,Yeosu-si,1.0
26,37,Jeon-Nam,Yeosu-si,1.0
26,38,Jeon-Nam,Yeosu-si,1.0
26,39,Gyeong-Nam,Namhae-gun,0.5611405202427576
26,39,Jeon-Nam,Yeosu-si,0.4388594797572425
26,40,Gyeong-Nam,Namhae-gun,1.0
26,41,Gyeong-Nam,Namhae-gun,1.0
26,42,Gyeong-Nam,Tongyeong-si,1.0
26,43,Gyeong-Nam,Tongyeong-si,1.0
26,44,Gyeong-Nam,Tongyeong-si,1.0
26,45,Gyeong-Nam,Tongyeong-si,1.0
26,46,Gyeong-Nam,Tongyeong-si,0.6992039443569152
26,46,Gyeong-Nam,Geoje-si,0.3007960556430846
26,47,Gyeong-Nam,Tongyeong-si,0.0111153869221321
26,47,Gyeong-Nam,Geoje-si,0.9888846130778678
26,48,Gyeong-Nam,Geoje-si,1.0
27,15,Jeon-Nam,Sinan-gun,1.0
27,19,Jeon-Nam,Sinan-gun,1.0
27,20,Jeon-Nam,Sinan-gun,1.0
27,21,Jeon-Nam,Sinan-gun,1.0
27,22,Jeon-Nam,Sinan-gun,1.0
27,23,Jeon-Nam,Sinan-gun,1.0
27,24,Jeon-Nam,Mokpo-si,0.6866526532531757
27,24,Jeon-Nam,Haenam-gun,0.0245806357315845
27,24,Jeon-Nam,Yeongam-gun,0.0212176554844505
27,24,Jeon-Nam,Sinan-gun,0.2675490555307893
27,25,Jeon-Nam,Mokpo-si,0.4427854320956283
27,25,Jeon-Nam,Yeongam-gun,0.3041832768000534
27,25,Jeon-Nam,Muan-gun,0.2529550468984467
27,26,Jeon-Nam,Yeongam-gun,0.5998911951740631
27,26,Jeon-Nam,Muan-gun,0.4000992016920137
27,27,Jeon-Nam,Yeongam-gun,1.0
27,28,Jeon-Nam,Gangjin-gun,0.1398118112013824
27,28,Jeon-Nam,Yeongam-gun,0.8601849444233467
27,29,Jeon-Nam,Jangheung-gun,0.7807245098512756
27,29,Jeon-Nam,Gangjin-gun,0.1022745892562942
27,29,Jeon-Nam,Yeongam-gun,0.1170005014739558
27,30,Jeon-Nam,Hwasun-gun,0.0206970000023342
27,30,Jeon-Nam,Jangheung-gun,0.9793029999976656
27,31,Jeon-Nam,Boseong-gun,0.647355630605459
27,31,Jeon-Nam,Jangheung-gun,0.3526387053662252
27,32,Jeon-Nam,Boseong-gun,1.0
27,33,Jeon-Nam,Goheung-gun,0.2082838290041041
27,33,Jeon-Nam,Boseong-gun,0.7917161657574142
27,34,Jeon-Nam,Goheung-gun,0.8078629485206911
27,34,Jeon-Nam,Boseong-gun,0.1921369754646166
27,35,Jeon-Nam,Yeosu-si,0.0002599234279075
27,35,Jeon-Nam,Suncheon-si,0.0003391102230866
27,35,Jeon-Nam,Goheung-gun,0.2592004686721375
27,35,Jeon-Nam,Boseong-gun,0.7402002029203117
27,36,Jeon-Nam,Yeosu-si,1.0
27,37,Jeon-Nam,Yeosu-si,1.0
27,38,Jeon-Nam,Yeosu-si,1.0
27,39,Gyeong-Nam,Namhae-gun,1.0
27,40,Gyeong-Nam,Namhae-gun,1.0
27,41,Gyeong-Nam,Namhae-gun,1.0
27,43,Gyeong-Nam,Tongyeong-si,1.0
27,44,Gyeong-Nam,Tongyeong-si,1.0
27,45,Gyeong-Nam,Tongyeong-si,1.0
27,46,Gyeong-Nam,Tongyeong-si,0.5950785180186461
27,46,Gyeong-Nam,Geoje-si,0.4049214819813539
27,47,Gyeong-Nam,Geoje-si,1.0
27,48,Gyeong-Nam,Geoje-si,1.0
28,20,Jeon-Nam,Sinan-gun,1.0
28,21,Jeon-Nam,Sinan-gun,1.0
28,22,Jeon-Nam,Sinan-gun,1.0
28,23,Jeon-Nam,Sinan-gun,1.0
28,24,Jeon-Nam,Muan-gun,0.0420993113884367
28,24,Jeon-Nam,Sinan-gun,0.9579006886115632
28,25,Jeon-Nam,Mokpo-si,0.012601987567508
28,25,Jeon-Nam,Muan-gun,0.987398012432492
28,26,Jeon-Nam,Naju-si,0.2390558659167511
28,26,Jeon-Nam,Yeongam-gun,0.1926389191609793
28,26,Jeon-Nam,Muan-gun,0.5683028607239266
28,27,Jeon-Nam,Naju-si,0.1719106089810064
28,27,Jeon-Nam,Yeongam-gun,0.8280893282553907
28,28,Jeon-Nam,Naju-si,0.2207005122263981
28,28,Jeon-Nam,Yeongam-gun,0.7792994874088054
28,29,Jeon-Nam,Naju-si,0.4170605631570086
28,29,Jeon-Nam,Hwasun-gun,0.1504130087895173
28,29,Jeon-Nam,Jangheung-gun,0.1506864854592413
28,29,Jeon-Nam,Yeongam-gun,0.2818399425942328
28,30,Jeon-Nam,Hwasun-gun,0.8468008720609247
28,30,Jeon-Nam,Jangheung-gun,0.1531991279390754
28,31,Jeon-Nam,Boseong-gun,0.1343214040062398
28,31,Jeon-Nam,Hwasun-gun,0.8387368083759623
28,31,Jeon-Nam,Jangheung-gun,0.0269371584089267
28,32,Jeon-Nam,Boseong-gun,0.9965600978157498
28,32,Jeon-Nam,Hwasun-gun,0.0034388780253709
28,33,Jeon-Nam,Suncheon-si,0.170078115285137
28,33,Jeon-Nam,Boseong-gun,0.8299218847148631
28,34,Jeon-Nam,Suncheon-si,0.4366375440388434
28,34,Jeon-Nam,Boseong-gun,0.5633624559611566
28,35,Jeon-Nam,Suncheon-si,0.9588426392070613
28,35,Jeon-Nam,Boseong-gun,0.0411573607929389
28,36,Jeon-Nam,Yeosu-si,0.4105763657927423
28,36,Jeon-Nam,Suncheon-si,0.5894235214218339
28,37,Jeon-Nam,Yeosu-si,0.815967138164628
28,37,Jeon-Nam,Suncheon-si,0.0249659289560058
28,37,Jeon-Nam,Gwangyang-si,0.1590669148647351
28,38,Jeon-Nam,Yeosu-si,0.9623557863088026
28,38,Jeon-Nam,Gwangyang-si,0.0376442136911973
28,39,Gyeong-Nam,Namhae-gun,1.0
28,40,Gyeong-Nam,Namhae-gun,1.0
28,41,Gyeong-Nam,Sacheon-si,0.013287810092016
28,41,Gyeong-Nam,Namhae-gun,0.986712189907984
28,42,Gyeong-Nam,Tongyeong-si,0.797854911208363
28,42,Gyeong-Nam,Goseong-gun,0.2021450887916369
28,43,Gyeong-Nam,Tongyeong-si,0.9588964360647676
28,43,Gyeong-Nam,Goseong-gun,0.0411035639352323
28,44,Gyeong-Nam,Tongyeong-si,1.0
28,45,Gyeong-Nam,Tongyeong-si,0.8555787880374971
28,45,Gyeong-Nam,Geoje-si,0.1444212119625029
28,46,Gyeong-Nam,Tongyeong-si,0.0022753719898017
28,46,Gyeong-Nam,Geoje-si,0.9977246280101982
28,47,Gyeong-Nam,Geoje-si,1.0
28,48,Gyeong-Nam,Geoje-si,1.0
29,21,Jeon-Nam,Sinan-gun,1.0
29,22,Jeon-Nam,Sinan-gun,1.0
29,23,Jeon-Nam,Sinan-gun,1.0
29,24,Jeon-Nam,Muan-gun,0.9336235554264906
29,24,Jeon-Nam,Sinan-gun,0.0663764445735094
29,25,Jeon-Nam,Muan-gun,1.0
29,26,Jeon-Nam,Naju-si,0.3826481836326639
29,26,Jeon-Nam,Muan-gun,0.3888049740713886
29,26,Jeon-Nam,Hampyeong-gun,0.228541058124696
29,27,Jeon-Nam,Naju-si,0.909590548158917
29,27,Jeon-Nam,Yeongam-gun,0.0775064705991757
29,27,Jeon-Nam,Hampyeong-gun,0.0129029539881808
29,28,Jeon-Nam,Naju-si,0.9520544016035778
29,28,Jeon-Nam,Yeongam-gun,0.0479455983964221
29,29,Jeon-Nam,Naju-si,0.914340885631298
29,29,Jeon-Nam,Hwasun-gun,0.085659114368702
29,30,Jeon-Nam,Naju-si,0.0115326117478935
29,30,Jeon-Nam,Hwasun-gun,0.9884673882521066
29,31,Jeon-Nam,Boseong-gun,0.0069296329727173
29,31,Jeon-Nam,Hwasun-gun,0.9930695311947372
29,32,Jeon-Nam,Suncheon-si,0.039608767796597
29,32,Jeon-Nam,Boseong-gun,0.5328252748922255
29,32,Jeon-Nam,Hwasun-gun,0.427560760256107
29,33,Jeon-Nam,Suncheon-si,0.7311638675572403
29,33,Jeon-Nam,Boseong-gun,0.2688361324427596
29,34,Jeon-Nam,Suncheon-si,1.0
29,35,Jeon-Nam,Suncheon-si,1.0
29,36,Jeon-Nam,Suncheon-si,0.747408977802114
29,36,Jeon-Nam,Gwangyang-si,0.252591022197886
29,37,Jeon-Nam,Suncheon-si,0.0001538636881155
29,37,Jeon-Nam,Gwangyang-si,0.9998461363118843
29,38,Gyeong-Nam,Hadong-gun,0.1321994363912314
29,38,Jeon-Nam,Gwangyang-si,0.8678005636087686
29,39,Gyeong-Nam,Namhae-gun,0.2301785111950148
29,39,Gyeong-Nam,Hadong-gun,0.7698214888049851
29,40,Gyeong-Nam,Sacheon-si,0.1916268300504177
29,40,Gyeong-Nam,Namhae-gun,0.6210974410521704
29,40,Gyeong-Nam,Hadong-gun,0.1872757288974121
29,41,Gyeong-Nam,Sacheon-si,0.8457314118636918
29,41,Gyeong-Nam,Namhae-gun,0.1542685881363081
29,42,Gyeong-Nam,Sacheon-si,0.2734098915192556
29,42,Gyeong-Nam,Goseong-gun,0.726589447472783
29,43,Gyeong-Nam,Goseong-gun,1.0
29,44,Gyeong-Nam,Tongyeong-si,0.461177385804879
29,44,Gyeong-Nam,Goseong-gun,0.5388101009031774
29,45,Gyeong-Nam,Tongyeong-si,0.9310360389244574
29,45,Gyeong-Nam,Geoje-si,0.0059425917536922
29,45,Gyeong-Nam,Goseong-gun,0.0630068067250655
29,46,Gyeong-Nam,Tongyeong-si,7.6614558737716e-05
29,46,Gyeong-Nam,Geoje-si,0.9999233854412624
29,47,Gyeong-Nam,Geoje-si,1.0
29,48,Gyeong-Nam,Geoje-si,1.0
29,50,Busan,Saha-gu,1.0
30,20,Jeon-Nam,Sinan-gun,1.0
30,21,Jeon-Nam,Sinan-gun,1.0
30,22,Jeon-Nam,Sinan-gun,1.0
30,23,Jeon-Nam,Muan-gun,0.2103469017581059
30,23,Jeon-Nam,Sinan-gun,0.7896496908580716
30,24,Jeon-Nam,Muan-gun,1.0
30,25,Jeon-Nam,Muan-gun,0.7593387332566619
30,25,Jeon-Nam,Hampyeong-gun,0.2406569412804762
30,26,Jeon-Nam,Naju-si,0.0001780021444098
30,26,Jeon-Nam,Muan-gun,0.021401168078712
30,26,Jeon-Nam,Hampyeong-gun,0.9784199038629804
30,27,Jeon-Nam,Naju-si,0.9497637410675548
30,27,Jeon-Nam,Hampyeong-gun,0.0502362589324452
30,28,Gwangju,"Nam-gu, Gwangju",0.0526438383969355
30,28,Gwangju,Gwangsan-gu,0.0324548012508225
30,28,Jeon-Nam,Naju-si,0.914901360352242
30,29,Gwangju,"Nam-gu, Gwangju",0.2126112304094102
30,29,Gwangju,Gwangsan-gu,0.0022649703458061
30,29,Jeon-Nam,Naju-si,0.7451454222252943
30,29,Jeon-Nam,Hwasun-gun,0.0399783770194892
30,30,Gwangju,"Dong-gu, Gwangju",0.0319017145346945
30,30,Gwangju,"Nam-gu, Gwangju",0.0069313511299413
30,30,Jeon-Nam,Naju-si,0.0284547442650475
30,30,Jeon-Nam,Hwasun-gun,0.9327121900703168
30,31,Jeon-Nam,Hwasun-gun,1.0
30,32,Jeon-Nam,Suncheon-si,0.047979415019617
30,32,Jeon-Nam,Hwasun-gun,0.9520154559723328
30,33,Jeon-Nam,Suncheon-si,0.9992828830002652
30,33,Jeon-Nam,Hwasun-gun,0.0007167577745679
30,34,Jeon-Nam,Suncheon-si,0.9794473239506464
30,34,Jeon-Nam,Gokseong-gun,0.0205519158226085
30,35,Jeon-Nam,Suncheon-si,1.0
30,36,Jeon-Nam,Suncheon-si,0.5679758538044014
30,36,Jeon-Nam,Gwangyang-si,0.4320241461955987
30,37,Jeon-Nam,Gwangyang-si,1.0
30,38,Gyeong-Nam,Hadong-gun,0.2152034196491497
30,38,Jeon-Nam,Gwangyang-si,0.7847965714868375
30,39,Gyeong-Nam,Hadong-gun,1.0
30,40,Gyeong-Nam,Sacheon-si,0.685113406591539
30,40,Gyeong-Nam,Hadong-gun,0.3148824778405749
30,41,Gyeong-Nam,Sacheon-si,1.0
30,42,Gyeong-Nam,Jinju-si,0.0308695708900217
30,42,Gyeong-Nam,Sacheon-si,0.7173017529423893
30,42,Gyeong-Nam,Goseong-gun,0.2518276952156938
30,43,Gyeong-Nam,Goseong-gun,1.0
30,44,Gyeong-Nam,Goseong-gun,1.0
30,45,Gyeong-Nam,Changwon-si,0.0017623749706509
30,45,Gyeong-Nam,Tongyeong-si,0.002062395347093
30,45,Gyeong-Nam,Goseong-gun,0.9961724016592198
30,46,Gyeong-Nam,Changwon-si,0.1251486883364263
30,46,Gyeong-Nam,Geoje-si,0.3541748344097437
30,46,Gyeong-Nam,Goseong-gun,0.52067647725383
30,47,Gyeong-Nam,Geoje-si,1.0
30,48,Gyeong-Nam,Geoje-si,0.9661725302496296
30,48,Busan,Gangseo-gu,0.0338274697503702
30,49,Busan,Gangseo-gu,1.0
