X(Column),Y(Row),SIG_CD,광역지자체,SIG_ENG_NM,SIG_KOR_NM,ratio
44,55,43800,충북,Danyang-gun,단양군,0.8543125211804955
45,55,42750,강원,Yeongwol-gun,영월군,0.3111654905835401
45,55,43800,충북,Danyang-gun,단양군,0.68883450941646
46,55,42750,강원,Yeongwol-gun,영월군,0.6237230818647163
46,55,47210,경북,Yeongju-si,영주시,0.10891082583714126
46,55,43800,충북,Danyang-gun,단양군,0.2673660922981425
47,55,42750,강원,Yeongwol-gun,영월군,0.855139888175742
47,55,47210,경북,Yeongju-si,영주시,0.024590726305976907
47,55,47920,경북,Bonghwa-gun,봉화군,0.12026938551828098
48,55,42190,강원,Taebaek-si,태백시,0.04440865963161318
48,55,42750,강원,Yeongwol-gun,영월군,0.6016501147655702
48,55,47920,경북,Bonghwa-gun,봉화군,0.35394122560281666
49,55,42190,강원,Taebaek-si,태백시,0.4327572697523004
49,55,42750,강원,Yeongwol-gun,영월군,0.027217812581300273
49,55,47920,경북,Bonghwa-gun,봉화군,0.5393387372601206
50,55,42190,강원,Taebaek-si,태백시,0.39650903280177696
50,55,42230,강원,Samcheok-si,삼척시,0.004344299165658082
50,55,47920,경북,Bonghwa-gun,봉화군,0.5965572806788689
51,55,42230,강원,Samcheok-si,삼척시,0.4332932316081102
51,55,47920,경북,Bonghwa-gun,봉화군,0.524169616442376
51,55,47930,경북,Uljin-gun,울진군,0.04185399320660578
52,55,42230,강원,Samcheok-si,삼척시,0.3047555064961069
52,55,47930,경북,Uljin-gun,울진군,0.6952438378400521
53,55,47930,경북,Uljin-gun,울진군,1.0
54,55,47930,경북,Uljin-gun,울진군,1.0
20,56,28720,인천,Ongjin-gun,옹진군,1.0
21,56,28720,인천,Ongjin-gun,옹진군,1.0
22,56,28720,인천,Ongjin-gun,옹진군,1.0
23,56,28720,인천,Ongjin-gun,옹진군,1.0
24,56,28720,인천,Ongjin-gun,옹진군,1.0
25,56,28720,인천,Ongjin-gun,옹진군,1.0
26,56,41273,경기,"Danwon-gu, Ansan-si",안산시단원구,0.9381752850740854
26,56,41590,경기,Hwaseong-si,화성시,0.0003840590567457757
26,56,28720,인천,Ongjin-gun,옹진군,0.061440655869168886
27,56,41273,경기,"Danwon-gu, Ansan-si",안산시단원구,0.15310042734864446
27,56,41590,경기,Hwaseong-si,화성시,0.8468995320654695
28,56,41590,경기,Hwaseong-si,화성시,1.0
29,56,41590,경기,Hwaseong-si,화성시,1.0
30,56,41113,경기,"Gwonseon-gu, Suwon-si",수원시 권선구,0.05758918340514622
30,56,41370,경기,Osan-si,오산시,0.05705852232171785
30,56,41590,경기,Hwaseong-si,화성시,0.8853517697707444
31,56,41113,경기,"Gwonseon-gu, Suwon-si",수원시 권선구,0.007910119969594854
31,56,41117,경기,"Yeongtong-gu, Suwon-si",수원시 영통구,0.0064704093057877
31,56,41370,경기,Osan-si,오산시,0.25871573730513603
31,56,41463,경기,"Giheung-gu, Yongin-si",용인시기흥구,0.11058305682132072
31,56,41590,경기,Hwaseong-si,화성시,0.6163171349944888
32,56,41461,경기,"Cheoin-gu, Yongin-si",용인시처인구,0.7662544549992253
32,56,41463,경기,"Giheung-gu, Yongin-si",용인시기흥구,0.05750506853969184
32,56,41590,경기,Hwaseong-si,화성시,0.1762404764610828
33,56,41461,경기,"Cheoin-gu, Yongin-si",용인시처인구,0.9933047454557236
33,56,41500,경기,Icheon-si,이천시,0.003723270174728997
33,56,41550,경기,Anseong-si,안성시,0.002971709501414168
34,56,41461,경기,"Cheoin-gu, Yongin-si",용인시처인구,0.4038425083680626
34,56,41500,경기,Icheon-si,이천시,0.5961566138477014
35,56,41500,경기,Icheon-si,이천시,0.898875918495546
35,56,41670,경기,Yeoju-si,여주시,0.10086958283691679
36,56,41500,경기,Icheon-si,이천시,0.310660025278246
36,56,41670,경기,Yeoju-si,여주시,0.6773982206305166
36,56,43770,충북,Eumseong-gun,음성군,0.011546052755446066
37,56,42130,강원,Wonju-si,원주시,0.010865304935515649
37,56,41670,경기,Yeoju-si,여주시,0.7405194578267631
37,56,43130,충북,Chungju-si,충주시,0.24518192944209244
37,56,43770,충북,Eumseong-gun,음성군,0.0034330708458427564
38,56,42130,강원,Wonju-si,원주시,0.8820806778566557
38,56,43130,충북,Chungju-si,충주시,0.11791932214334422
39,56,42130,강원,Wonju-si,원주시,0.5693741853095351
39,56,43130,충북,Chungju-si,충주시,0.2430535871907943
39,56,43150,충북,Jecheon-si,제천시,0.18757222749967048
40,56,42130,강원,Wonju-si,원주시,0.10254240151356614
40,56,43130,충북,Chungju-si,충주시,0.03136262954771207
40,56,43150,충북,Jecheon-si,제천시,0.8660949689387217
41,56,42130,강원,Wonju-si,원주시,0.1423409886814239
41,56,43150,충북,Jecheon-si,제천시,0.8576590113185761
42,56,42130,강원,Wonju-si,원주시,0.0021748831349534354
42,56,42750,강원,Yeongwol-gun,영월군,0.007512798358157815
42,56,43150,충북,Jecheon-si,제천시,0.9903123185068888
43,56,42750,강원,Yeongwol-gun,영월군,0.5834906504261312
43,56,43150,충북,Jecheon-si,제천시,0.2653969082301427
43,56,43800,충북,Danyang-gun,단양군,0.15110970613790603
44,56,42750,강원,Yeongwol-gun,영월군,0.922239190973452
44,56,43800,충북,Danyang-gun,단양군,0.07776080902654793
45,56,42750,강원,Yeongwol-gun,영월군,1.0
46,56,42750,강원,Yeongwol-gun,영월군,0.8559358992881211
46,56,42770,강원,Jeongseon-gun,정선군,0.1440641007118788
47,56,42750,강원,Yeongwol-gun,영월군,0.9079258662024683
47,56,42770,강원,Jeongseon-gun,정선군,0.09207413379753161
48,56,42190,강원,Taebaek-si,태백시,0.00648224344191924
48,56,42750,강원,Yeongwol-gun,영월군,0.6748801265475511
48,56,42770,강원,Jeongseon-gun,정선군,0.31863763001052975
49,56,42190,강원,Taebaek-si,태백시,0.8591266456046687
49,56,42750,강원,Yeongwol-gun,영월군,0.00747902474301095
49,56,42770,강원,Jeongseon-gun,정선군,0.13339432965232045
50,56,42190,강원,Taebaek-si,태백시,0.6929088774002927
50,56,42230,강원,Samcheok-si,삼척시,0.3070851648101573
51,56,42230,강원,Samcheok-si,삼척시,1.0
52,56,42230,강원,Samcheok-si,삼척시,0.949357856868243
52,56,47930,경북,Uljin-gun,울진군,0.05064172275026476
53,56,42230,강원,Samcheok-si,삼척시,0.46441885856939763
53,56,47930,경북,Uljin-gun,울진군,0.5355799468146363
21,57,28720,인천,Ongjin-gun,옹진군,1.0
22,57,28720,인천,Ongjin-gun,옹진군,1.0
23,57,28720,인천,Ongjin-gun,옹진군,1.0
24,57,28720,인천,Ongjin-gun,옹진군,1.0
25,57,28720,인천,Ongjin-gun,옹진군,1.0
26,57,41273,경기,"Danwon-gu, Ansan-si",안산시단원구,0.9149867113869188
26,57,28720,인천,Ongjin-gun,옹진군,0.08501328861308123
27,57,41273,경기,"Danwon-gu, Ansan-si",안산시단원구,0.22727663372206505
27,57,41390,경기,Siheung-si,시흥시,0.0019440000673106583
27,57,41590,경기,Hwaseong-si,화성시,0.770779295428079
28,57,41271,경기,"Sangnok-gu, Ansan-si",안산시상록구,0.00028156589118781604
28,57,41273,경기,"Danwon-gu, Ansan-si",안산시단원구,0.5173686869942717
28,57,41390,경기,Siheung-si,시흥시,0.0253864732975691
28,57,41590,경기,Hwaseong-si,화성시,0.45696327381697144
29,57,41271,경기,"Sangnok-gu, Ansan-si",안산시상록구,0.4234614140517846
29,57,41273,경기,"Danwon-gu, Ansan-si",안산시단원구,0.060733186414689125
29,57,41410,경기,Gunpo-si,군포시,0.021330573125168794
29,57,41590,경기,Hwaseong-si,화성시,0.4944730390361245
30,57,41111,경기,"Jangan-gu, Suwon-si",수원시 장안구,0.22085928059041585
30,57,41113,경기,"Gwonseon-gu, Suwon-si",수원시 권선구,0.44716254545508166
30,57,41115,경기,"Paldal-gu, Suwon-si",수원시 팔달구,0.09053414193185372
30,57,41271,경기,"Sangnok-gu, Ansan-si",안산시상록구,0.03815691272194657
30,57,41410,경기,Gunpo-si,군포시,0.020330631802533673
30,57,41430,경기,Uiwang-si,의왕시,0.07906709335056171
30,57,41590,경기,Hwaseong-si,화성시,0.10388654439697917
31,57,41111,경기,"Jangan-gu, Suwon-si",수원시 장안구,0.03538458176887713
31,57,41113,경기,"Gwonseon-gu, Suwon-si",수원시 권선구,0.04166696907449383
31,57,41115,경기,"Paldal-gu, Suwon-si",수원시 팔달구,0.06068253894356323
31,57,41117,경기,"Yeongtong-gu, Suwon-si",수원시 영통구,0.31908451161962936
31,57,41463,경기,"Giheung-gu, Yongin-si",용인시기흥구,0.4353960469547292
31,57,41465,경기,"Suji-gu, Yongin-si",용인시수지구,0.10522221550708712
31,57,41590,경기,Hwaseong-si,화성시,0.0025631170560082026
32,57,41461,경기,"Cheoin-gu, Yongin-si",용인시처인구,0.652396078092022
32,57,41463,경기,"Giheung-gu, Yongin-si",용인시기흥구,0.34759383284097667
32,57,41465,경기,"Suji-gu, Yongin-si",용인시수지구,1.008906700131512e-05
33,57,41461,경기,"Cheoin-gu, Yongin-si",용인시처인구,0.6925016932551257
33,57,41500,경기,Icheon-si,이천시,0.0033226393892881695
33,57,41610,경기,Gwangju-si,광주시,0.3041746678986893
34,57,41461,경기,"Cheoin-gu, Yongin-si",용인시처인구,0.007103854789299528
34,57,41500,경기,Icheon-si,이천시,0.9042833033225108
34,57,41610,경기,Gwangju-si,광주시,0.0886127811993569
35,57,41500,경기,Icheon-si,이천시,0.9161307407755103
35,57,41670,경기,Yeoju-si,여주시,0.0837587328195999
36,57,41500,경기,Icheon-si,이천시,0.0023043643204058066
36,57,41670,경기,Yeoju-si,여주시,0.9976531834641663
37,57,42130,강원,Wonju-si,원주시,0.008848319382079578
37,57,41670,경기,Yeoju-si,여주시,0.9911516621654742
38,57,42130,강원,Wonju-si,원주시,0.9570716177631609
38,57,41670,경기,Yeoju-si,여주시,0.042928266527198874
39,57,42130,강원,Wonju-si,원주시,0.9339729953555664
39,57,43150,충북,Jecheon-si,제천시,0.06602700464443355
40,57,42130,강원,Wonju-si,원주시,0.7791947724093096
40,57,43150,충북,Jecheon-si,제천시,0.22080522759069035
41,57,42130,강원,Wonju-si,원주시,0.7568724934405516
41,57,42730,강원,Hoengseong-gun,횡성군,0.011199008767207608
41,57,42750,강원,Yeongwol-gun,영월군,0.20147089149168537
41,57,43150,충북,Jecheon-si,제천시,0.030457606300555558
42,57,42130,강원,Wonju-si,원주시,0.2627564757102791
42,57,42750,강원,Yeongwol-gun,영월군,0.559122852761554
42,57,43150,충북,Jecheon-si,제천시,0.17812067152816674
43,57,42750,강원,Yeongwol-gun,영월군,0.9844345039406863
43,57,42760,강원,Pyeongchang-gun,평창군,0.005506319255731062
43,57,43150,충북,Jecheon-si,제천시,0.010059176803582467
44,57,42750,강원,Yeongwol-gun,영월군,0.9840698291068393
44,57,42760,강원,Pyeongchang-gun,평창군,0.015930170171525593
45,57,42750,강원,Yeongwol-gun,영월군,0.8565038198518407
45,57,42760,강원,Pyeongchang-gun,평창군,0.08450606213400773
45,57,42770,강원,Jeongseon-gun,정선군,0.05894989533834301
46,57,42750,강원,Yeongwol-gun,영월군,0.04032713936155261
46,57,42760,강원,Pyeongchang-gun,평창군,0.01597539929987917
46,57,42770,강원,Jeongseon-gun,정선군,0.9436937032612756
47,57,42750,강원,Yeongwol-gun,영월군,0.012298351894921731
47,57,42770,강원,Jeongseon-gun,정선군,0.9877016481050782
48,57,42230,강원,Samcheok-si,삼척시,0.04489063141205168
48,57,42770,강원,Jeongseon-gun,정선군,0.9551072541151346
49,57,42190,강원,Taebaek-si,태백시,0.7082301702089037
49,57,42230,강원,Samcheok-si,삼척시,0.22389645705991953
49,57,42770,강원,Jeongseon-gun,정선군,0.06787009655599925
50,57,42190,강원,Taebaek-si,태백시,0.06569606248109533
50,57,42230,강원,Samcheok-si,삼척시,0.9342988388123165
51,57,42230,강원,Samcheok-si,삼척시,1.0
52,57,42230,강원,Samcheok-si,삼척시,1.0
53,57,42230,강원,Samcheok-si,삼척시,1.0
23,58,28720,인천,Ongjin-gun,옹진군,1.0
24,58,28110,인천,Jung-gu,중구,1.0
25,58,28110,인천,Jung-gu,중구,1.0
26,58,28110,인천,Jung-gu,중구,0.03882643844200968
26,58,28185,인천,Yeonsu-gu,연수구,0.9611735615579903
27,58,41390,경기,Siheung-si,시흥시,0.1259044368975719
27,58,28185,인천,Yeonsu-gu,연수구,0.7005716044147988
27,58,28200,인천,Namdong-gu,남동구,0.17345539560475526
28,58,41273,경기,"Danwon-gu, Ansan-si",안산시단원구,0.18941680551953444
28,58,41390,경기,Siheung-si,시흥시,0.7484520651878759
28,58,28200,인천,Namdong-gu,남동구,0.06167869418615784
29,58,41171,경기,"Manan-gu, Anyang-si",안양시만안구,0.17496972492437984
29,58,41210,경기,Gwangmyeong-si,광명시,0.00872474659751299
29,58,41271,경기,"Sangnok-gu, Ansan-si",안산시상록구,0.24084767120995512
29,58,41273,경기,"Danwon-gu, Ansan-si",안산시단원구,0.10614780988328791
29,58,41390,경기,Siheung-si,시흥시,0.2897359592584752
29,58,41410,경기,Gunpo-si,군포시,0.17926672147384623
30,58,41111,경기,"Jangan-gu, Suwon-si",수원시 장안구,0.10381668844497169
30,58,41171,경기,"Manan-gu, Anyang-si",안양시만안구,0.050319898661025056
30,58,41173,경기,"Dongan-gu, Anyang-si",안양시동안구,0.15193590275774305
30,58,41290,경기,Gwacheon-si,과천시,0.0016799568549870395
30,58,41410,경기,Gunpo-si,군포시,0.20811142020381643
30,58,41430,경기,Uiwang-si,의왕시,0.47303440428503896
30,58,41465,경기,"Suji-gu, Yongin-si",용인시수지구,0.01054265950312102
31,58,41111,경기,"Jangan-gu, Suwon-si",수원시 장안구,0.031908564270196775
31,58,41117,경기,"Yeongtong-gu, Suwon-si",수원시 영통구,4.690392067486828e-05
31,58,41131,경기,"Sujeong-gu, Seongnam-si",성남시 수정구,0.018836791629457228
31,58,41135,경기,"Bundang-gu, Seongnam-si",성남시 분당구,0.5519748452520332
31,58,41430,경기,Uiwang-si,의왕시,0.03467777884969343
31,58,41463,경기,"Giheung-gu, Yongin-si",용인시기흥구,0.007540478901774153
31,58,41465,경기,"Suji-gu, Yongin-si",용인시수지구,0.3550096465773143
32,58,41135,경기,"Bundang-gu, Seongnam-si",성남시 분당구,0.18924313932032086
32,58,41461,경기,"Cheoin-gu, Yongin-si",용인시처인구,0.2517917558032616
32,58,41463,경기,"Giheung-gu, Yongin-si",용인시기흥구,0.0028086013597842284
32,58,41465,경기,"Suji-gu, Yongin-si",용인시수지구,0.024162134775082122
32,58,41610,경기,Gwangju-si,광주시,0.5319910255185714
33,58,41461,경기,"Cheoin-gu, Yongin-si",용인시처인구,0.1791368475343807
33,58,41610,경기,Gwangju-si,광주시,0.8208624881225142
34,58,41500,경기,Icheon-si,이천시,0.13087021597173662
34,58,41610,경기,Gwangju-si,광주시,0.8325782697541969
34,58,41670,경기,Yeoju-si,여주시,0.036550481260306716
35,58,41500,경기,Icheon-si,이천시,0.32482936584045596
35,58,41610,경기,Gwangju-si,광주시,0.00887353414553563
35,58,41670,경기,Yeoju-si,여주시,0.666117749452546
36,58,41670,경기,Yeoju-si,여주시,1.0
37,58,41670,경기,Yeoju-si,여주시,0.8655459611179499
37,58,41830,경기,Yangpyeong-gun,양평군,0.13445331999378793
38,58,42130,강원,Wonju-si,원주시,0.8804746161569953
38,58,41670,경기,Yeoju-si,여주시,0.05135231033828761
38,58,41830,경기,Yangpyeong-gun,양평군,0.06817304256715273
39,58,42130,강원,Wonju-si,원주시,1.0
40,58,42130,강원,Wonju-si,원주시,0.83446244743966
40,58,42730,강원,Hoengseong-gun,횡성군,0.16553755256033992
41,58,42130,강원,Wonju-si,원주시,0.022726162404272637
41,58,42730,강원,Hoengseong-gun,횡성군,0.8368091977158797
41,58,42750,강원,Yeongwol-gun,영월군,0.1404646398798477
42,58,42730,강원,Hoengseong-gun,횡성군,0.06288981687561838
42,58,42750,강원,Yeongwol-gun,영월군,0.9371101831243817
43,58,42750,강원,Yeongwol-gun,영월군,0.528653631775314
43,58,42760,강원,Pyeongchang-gun,평창군,0.47134636822468595
44,58,42750,강원,Yeongwol-gun,영월군,0.2820472066863163
44,58,42760,강원,Pyeongchang-gun,평창군,0.717952791298812
45,58,42750,강원,Yeongwol-gun,영월군,0.01571177927059808
45,58,42760,강원,Pyeongchang-gun,평창군,0.8045626556261147
45,58,42770,강원,Jeongseon-gun,정선군,0.17970480411000025
46,58,42760,강원,Pyeongchang-gun,평창군,0.0002853016271264825
46,58,42770,강원,Jeongseon-gun,정선군,0.9997146983728735
47,58,42770,강원,Jeongseon-gun,정선군,1.0
48,58,42230,강원,Samcheok-si,삼척시,0.35523601038497826
48,58,42770,강원,Jeongseon-gun,정선군,0.6447584408633278
49,58,42190,강원,Taebaek-si,태백시,0.3113280774390127
49,58,42230,강원,Samcheok-si,삼척시,0.6886709719341403
50,58,42190,강원,Taebaek-si,태백시,0.04838299813140371
50,58,42230,강원,Samcheok-si,삼척시,0.9516133949132595
51,58,42230,강원,Samcheok-si,삼척시,1.0
52,58,42230,강원,Samcheok-si,삼척시,1.0
53,58,42230,강원,Samcheok-si,삼척시,1.0
24,59,28110,인천,Jung-gu,중구,0.9994337827654024
24,59,28720,인천,Ongjin-gun,옹진군,0.0005662172345976772
25,59,28110,인천,Jung-gu,중구,1.0
26,59,28110,인천,Jung-gu,중구,0.926740608676048
26,59,28185,인천,Yeonsu-gu,연수구,0.073259391323952
27,59,28110,인천,Jung-gu,중구,0.12374248930045766
27,59,28140,인천,Dong-gu,동구,0.07615947624460076
27,59,28177,인천,Michuhol-gu,미추홀구,0.3065713738045291
27,59,28185,인천,Yeonsu-gu,연수구,0.2593845442725585
27,59,28200,인천,Namdong-gu,남동구,0.12935528734621535
27,59,28237,인천,Bupyeong-gu,부평구,0.05248285054521813
27,59,28260,인천,Seo-gu,서구,0.052073202396548834
28,59,41190,경기,Bucheon-si,부천시,0.15729824972202217
28,59,41390,경기,Siheung-si,시흥시,0.3466297968203365
28,59,11530,서울,Guro-gu,구로구,0.001328320592230529
28,59,28200,인천,Namdong-gu,남동구,0.396804435620431
28,59,28237,인천,Bupyeong-gu,부평구,0.0979302189716919
29,59,41171,경기,"Manan-gu, Anyang-si",안양시만안구,0.11749385331988936
29,59,41190,경기,Bucheon-si,부천시,0.028199946728027735
29,59,41210,경기,Gwangmyeong-si,광명시,0.43943314392231586
29,59,41390,경기,Siheung-si,시흥시,0.15176562026309093
29,59,11530,서울,Guro-gu,구로구,0.06572146583441849
29,59,11545,서울,Geumcheon-gu,금천구,0.14839953873200679
29,59,11560,서울,Yeongdeungpo-gu,영등포구,0.0019670875587203982
29,59,11590,서울,Dongjak-gu,동작구,0.0023840198822610687
29,59,11620,서울,Gwanak-gu,관악구,0.044629113571939175
30,59,41171,경기,"Manan-gu, Anyang-si",안양시만안구,0.08667404814059754
30,59,41173,경기,"Dongan-gu, Anyang-si",안양시동안구,0.10551234613559742
30,59,41290,경기,Gwacheon-si,과천시,0.34163593697817796
30,59,41430,경기,Uiwang-si,의왕시,0.024657279297214417
30,59,11545,서울,Geumcheon-gu,금천구,0.004474681528059919
30,59,11590,서울,Dongjak-gu,동작구,0.0234713992545081
30,59,11620,서울,Gwanak-gu,관악구,0.2794824700962773
30,59,11650,서울,Seocho-gu,서초구,0.1340899353818051
31,59,41131,경기,"Sujeong-gu, Seongnam-si",성남시 수정구,0.3856315458824461
31,59,41133,경기,"Jungwon-gu, Seongnam-si",성남시 중원구,0.02211546476797215
31,59,41135,경기,"Bundang-gu, Seongnam-si",성남시 분당구,0.03317646757964926
31,59,41290,경기,Gwacheon-si,과천시,0.07777206562357875
31,59,41430,경기,Uiwang-si,의왕시,0.021512029060900217
31,59,11650,서울,Seocho-gu,서초구,0.2645687125075302
31,59,11680,서울,Gangnam-gu,강남구,0.165118720942755
31,59,11710,서울,Songpa-gu,송파구,0.030097454566664142
32,59,41131,경기,"Sujeong-gu, Seongnam-si",성남시 수정구,0.12888612093846302
32,59,41133,경기,"Jungwon-gu, Seongnam-si",성남시 중원구,0.28797941044593445
32,59,41135,경기,"Bundang-gu, Seongnam-si",성남시 분당구,0.04461885819036275
32,59,41450,경기,Hanam-si,하남시,0.07520410709038035
32,59,41610,경기,Gwangju-si,광주시,0.4411435955451056
32,59,11710,서울,Songpa-gu,송파구,0.0221579732131378
33,59,41450,경기,Hanam-si,하남시,0.009180966336179349
33,59,41610,경기,Gwangju-si,광주시,0.990817989967384
34,59,41610,경기,Gwangju-si,광주시,0.48561198028493346
34,59,41670,경기,Yeoju-si,여주시,0.15540232098633866
34,59,41830,경기,Yangpyeong-gun,양평군,0.3589830742684441
35,59,41670,경기,Yeoju-si,여주시,0.37094762635403145
35,59,41830,경기,Yangpyeong-gun,양평군,0.6290510309493963
36,59,41670,경기,Yeoju-si,여주시,0.2153709563457283
36,59,41830,경기,Yangpyeong-gun,양평군,0.7846267805457566
37,59,41670,경기,Yeoju-si,여주시,0.10627726962815087
37,59,41830,경기,Yangpyeong-gun,양평군,0.8937209643183007
38,59,42130,강원,Wonju-si,원주시,0.29718146596053896
38,59,42730,강원,Hoengseong-gun,횡성군,0.3249553409778697
38,59,41830,경기,Yangpyeong-gun,양평군,0.3778631930615913
39,59,42130,강원,Wonju-si,원주시,0.8550217745571187
39,59,42730,강원,Hoengseong-gun,횡성군,0.14497822544288125
40,59,42130,강원,Wonju-si,원주시,0.7299390413886965
40,59,42730,강원,Hoengseong-gun,횡성군,0.2700609586113035
41,59,42130,강원,Wonju-si,원주시,0.08139879565118284
41,59,42730,강원,Hoengseong-gun,횡성군,0.9186012043488171
42,59,42730,강원,Hoengseong-gun,횡성군,0.7149201900021718
42,59,42750,강원,Yeongwol-gun,영월군,0.1203976414977038
42,59,42760,강원,Pyeongchang-gun,평창군,0.16468216850012432
43,59,42750,강원,Yeongwol-gun,영월군,0.05609962942222552
43,59,42760,강원,Pyeongchang-gun,평창군,0.9439003705777745
44,59,42760,강원,Pyeongchang-gun,평창군,1.0
45,59,42760,강원,Pyeongchang-gun,평창군,0.3559550023768843
45,59,42770,강원,Jeongseon-gun,정선군,0.6440449976231157
46,59,42770,강원,Jeongseon-gun,정선군,1.0
47,59,42770,강원,Jeongseon-gun,정선군,1.0
48,59,42230,강원,Samcheok-si,삼척시,0.17798630316880854
48,59,42770,강원,Jeongseon-gun,정선군,0.8220091715607672
49,59,42170,강원,Donghae-si,동해시,0.0774714775929849
49,59,42230,강원,Samcheok-si,삼척시,0.8968322880589791
49,59,42770,강원,Jeongseon-gun,정선군,0.0256951985468175
50,59,42170,강원,Donghae-si,동해시,0.016621848748843666
50,59,42230,강원,Samcheok-si,삼척시,0.9833781512511564
51,59,42230,강원,Samcheok-si,삼척시,1.0
52,59,42230,강원,Samcheok-si,삼척시,1.0
21,60,28720,인천,Ongjin-gun,옹진군,1.0
23,60,28720,인천,Ongjin-gun,옹진군,1.0
24,60,28720,인천,Ongjin-gun,옹진군,1.0
25,60,28110,인천,Jung-gu,중구,0.49889719676636435
25,60,28720,인천,Ongjin-gun,옹진군,0.5011028032336357
26,60,28110,인천,Jung-gu,중구,0.8216888868225012
26,60,28260,인천,Seo-gu,서구,0.17831111317749884
27,60,28140,인천,Dong-gu,동구,0.011890272851483794
27,60,28237,인천,Bupyeong-gu,부평구,0.1059270785936757
27,60,28245,인천,Gyeyang-gu,계양구,0.09701049808147065
27,60,28260,인천,Seo-gu,서구,0.7851719041961605
28,60,41190,경기,Bucheon-si,부천시,0.4194159740883137
28,60,11500,서울,Gangseo-gu,강서구,0.15216972621470884
28,60,11530,서울,Guro-gu,구로구,0.002887510435354837
28,60,28237,인천,Bupyeong-gu,부평구,0.1306914111296786
28,60,28245,인천,Gyeyang-gu,계양구,0.2948299471902451
29,60,41190,경기,Bucheon-si,부천시,0.026366823192158686
29,60,41210,경기,Gwangmyeong-si,광명시,0.004690012640519898
29,60,11410,서울,Seodaemun-gu,서대문구,0.005079912812070294
29,60,11440,서울,Mapo-gu,마포구,0.14535214260403972
29,60,11470,서울,Yangcheon-gu,양천구,0.20443217888375567
29,60,11500,서울,Gangseo-gu,강서구,0.213060783861159
29,60,11530,서울,Guro-gu,구로구,0.16598018909665854
29,60,11560,서울,Yeongdeungpo-gu,영등포구,0.21959768655648407
29,60,11590,서울,Dongjak-gu,동작구,0.01373452300250185
29,60,11620,서울,Gwanak-gu,관악구,0.001695511784098802
30,60,11110,서울,Jongno-gu,종로구,0.010258489967299557
30,60,11140,서울,Jung-gu,중구,0.11623967207905966
30,60,11170,서울,Yongsan-gu,용산구,0.25730016802347294
30,60,11200,서울,Seongdong-gu,성동구,0.04354920777604525
30,60,11410,서울,Seodaemun-gu,서대문구,0.0638393532584676
30,60,11440,서울,Mapo-gu,마포구,0.08360894735149792
30,60,11560,서울,Yeongdeungpo-gu,영등포구,0.0664410796415702
30,60,11590,서울,Dongjak-gu,동작구,0.15286022992898657
30,60,11620,서울,Gwanak-gu,관악구,0.02156906711721642
30,60,11650,서울,Seocho-gu,서초구,0.14798081223485357
30,60,11680,서울,Gangnam-gu,강남구,0.03634506333799128
31,60,41310,경기,Guri-si,구리시,0.028812890818221314
31,60,11200,서울,Seongdong-gu,성동구,0.14983936366362746
31,60,11215,서울,Gwangjin-gu,광진구,0.1945088413623841
31,60,11230,서울,Dongdaemun-gu,동대문구,0.020257975579261445
31,60,11650,서울,Seocho-gu,서초구,0.004085600048727547
31,60,11680,서울,Gangnam-gu,강남구,0.2626719718300833
31,60,11710,서울,Songpa-gu,송파구,0.27044142894871476
31,60,11740,서울,Gangdong-gu,강동구,0.06937394699252952
32,60,41310,경기,Guri-si,구리시,0.0011338568836531298
32,60,41360,경기,Namyangju-si,남양주시,0.013309752649273284
32,60,41450,경기,Hanam-si,하남시,0.7148031900881072
32,60,41610,경기,Gwangju-si,광주시,0.00024063226770253213
32,60,11710,서울,Songpa-gu,송파구,0.07479425872721705
32,60,11740,서울,Gangdong-gu,강동구,0.19571683648406946
33,60,41360,경기,Namyangju-si,남양주시,0.3708997850537272
33,60,41450,경기,Hanam-si,하남시,0.19934573482080745
33,60,41610,경기,Gwangju-si,광주시,0.33266621440318545
33,60,41830,경기,Yangpyeong-gun,양평군,0.09708311350497538
34,60,41610,경기,Gwangju-si,광주시,0.2141009059069543
34,60,41830,경기,Yangpyeong-gun,양평군,0.7858990940930458
35,60,41830,경기,Yangpyeong-gun,양평군,1.0
36,60,41830,경기,Yangpyeong-gun,양평군,1.0
37,60,41830,경기,Yangpyeong-gun,양평군,1.0
38,60,42720,강원,Hongcheon-gun,홍천군,0.008931114228768798
38,60,42730,강원,Hoengseong-gun,횡성군,0.6053623651569379
38,60,41830,경기,Yangpyeong-gun,양평군,0.3857065206142933
39,60,42130,강원,Wonju-si,원주시,0.08003764817901157
39,60,42720,강원,Hongcheon-gun,홍천군,0.0014075189797196786
39,60,42730,강원,Hoengseong-gun,횡성군,0.9185548328412687
40,60,42730,강원,Hoengseong-gun,횡성군,1.0
41,60,42730,강원,Hoengseong-gun,횡성군,1.0
42,60,42730,강원,Hoengseong-gun,횡성군,0.9163068852866889
42,60,42760,강원,Pyeongchang-gun,평창군,0.08369311471331098
43,60,42730,강원,Hoengseong-gun,횡성군,0.0838592173292089
43,60,42760,강원,Pyeongchang-gun,평창군,0.916140782670791
44,60,42760,강원,Pyeongchang-gun,평창군,1.0
45,60,42760,강원,Pyeongchang-gun,평창군,0.7924871812618821
45,60,42770,강원,Jeongseon-gun,정선군,0.20751281873811803
46,60,42150,강원,Gangneung-si,강릉시,0.0003784942746951109
46,60,42760,강원,Pyeongchang-gun,평창군,0.0004614155295126055
