X(Column),Y(Row),SIG_CD,광역지자체,SIG_ENG_NM,SIG_KOR_NM,ratio
48,34,48250,경남,Gimhae-si,김해시,0.5292679945935077
48,34,48270,경남,Miryang-si,밀양시,0.28063230958436824
49,34,48250,경남,Gimhae-si,김해시,0.9563000676175587
49,34,48330,경남,Yangsan-si,양산시,0.04369993238244131
50,34,48250,경남,Gimhae-si,김해시,0.40500546244959734
50,34,48330,경남,Yangsan-si,양산시,0.5949945334050657
51,34,48330,경남,Yangsan-si,양산시,0.9183834119265274
51,34,26410,부산,Geumjeong-gu,금정구,0.0799609503776598
51,34,26710,부산,Gijang-gun,기장군,0.0016530884167673947
52,34,48330,경남,Yangsan-si,양산시,0.1292502797851255
52,34,26410,부산,Geumjeong-gu,금정구,0.032869624530359125
52,34,26710,부산,Gijang-gun,기장군,0.8378754863117172
53,34,26710,부산,Gijang-gun,기장군,0.8447093608143521
53,34,31710,울산,Ulju-gun,울주군,0.15528932480118907
54,34,31710,울산,Ulju-gun,울주군,1.0
25,35,46870,전남,Yeonggwang-gun,영광군,0.17968077536177451
25,35,45790,전북,Gochang-gun,고창군,0.8203185447040784
26,35,45790,전북,Gochang-gun,고창군,1.0
27,35,45790,전북,Gochang-gun,고창군,1.0
28,35,46880,전남,Jangseong-gun,장성군,0.2616368486089712
28,35,45180,전북,Jeongeup-si,정읍시,0.08422950637002097
28,35,45790,전북,Gochang-gun,고창군,0.6541336450210078
29,35,46880,전남,Jangseong-gun,장성군,0.635909528739193
29,35,45180,전북,Jeongeup-si,정읍시,0.2706538605563257
29,35,45770,전북,Sunchang-gun,순창군,0.09343661070448149
30,35,46710,전남,Damyang-gun,담양군,0.0534725914903867
30,35,46880,전남,Jangseong-gun,장성군,0.03581101994239718
30,35,45180,전북,Jeongeup-si,정읍시,0.08783550295161745
30,35,45770,전북,Sunchang-gun,순창군,0.8228808856155988
31,35,46710,전남,Damyang-gun,담양군,0.2671450640547928
31,35,45770,전북,Sunchang-gun,순창군,0.7328549359452071
32,35,45750,전북,Imsil-gun,임실군,0.1798163328826953
32,35,45770,전북,Sunchang-gun,순창군,0.8199400295649523
33,35,45190,전북,Namwon-si,남원시,0.08033533698214008
33,35,45750,전북,Imsil-gun,임실군,0.15315816647641609
33,35,45770,전북,Sunchang-gun,순창군,0.7660132197350283
34,35,45190,전북,Namwon-si,남원시,0.944676794322967
34,35,45750,전북,Imsil-gun,임실군,0.015821797849481355
34,35,45770,전북,Sunchang-gun,순창군,0.03938475413830961
35,35,45190,전북,Namwon-si,남원시,1.0
36,35,45190,전북,Namwon-si,남원시,0.914817241668371
36,35,45740,전북,Jangsu-gun,장수군,0.08518109484724051
37,35,48870,경남,Hamyang-gun,함양군,0.4940008733745197
37,35,45190,전북,Namwon-si,남원시,0.505998826188569
38,35,48860,경남,Sancheong-gun,산청군,0.2234898734285947
38,35,48870,경남,Hamyang-gun,함양군,0.7765101265714054
39,35,48860,경남,Sancheong-gun,산청군,0.9887438037935327
39,35,48870,경남,Hamyang-gun,함양군,0.01125619620646738
40,35,48860,경남,Sancheong-gun,산청군,0.8728453497785027
40,35,48890,경남,Hapcheon-gun,합천군,0.12715465022149738
41,35,48860,경남,Sancheong-gun,산청군,0.15569853283538418
41,35,48890,경남,Hapcheon-gun,합천군,0.8443014671646157
42,35,48720,경남,Uiryeong-gun,의령군,0.09832223968560101
42,35,48890,경남,Hapcheon-gun,합천군,0.9016727415914024
43,35,48720,경남,Uiryeong-gun,의령군,0.9964218085980652
43,35,48890,경남,Hapcheon-gun,합천군,0.0035776919431232588
44,35,48720,경남,Uiryeong-gun,의령군,0.8440435685991107
44,35,48740,경남,Changnyeong-gun,창녕군,0.15595643140088927
45,35,48720,경남,Uiryeong-gun,의령군,0.07274744779269164
45,35,48730,경남,Haman-gun,함안군,0.0329556080696287
45,35,48740,경남,Changnyeong-gun,창녕군,0.8942959704910187
46,35,48121,경남,"Uichang-gu, Changwon-si",창원시 의창구,0.018173487843434546
46,35,48270,경남,Miryang-si,밀양시,0.06258293292202277
46,35,48730,경남,Haman-gun,함안군,0.01629166648371369
46,35,48740,경남,Changnyeong-gun,창녕군,0.9029513039797331
47,35,48121,경남,"Uichang-gu, Changwon-si",창원시 의창구,5.067269855664533e-05
47,35,48270,경남,Miryang-si,밀양시,0.7459251842537248
47,35,48740,경남,Changnyeong-gun,창녕군,0.2540241430477184
48,35,48250,경남,Gimhae-si,김해시,0.00011365903133919109
48,35,48270,경남,Miryang-si,밀양시,0.9998863409686608
49,35,48250,경남,Gimhae-si,김해시,0.07557026799550196
49,35,48270,경남,Miryang-si,밀양시,0.7554403636319399
49,35,48330,경남,Yangsan-si,양산시,0.16898936837255812
50,35,48270,경남,Miryang-si,밀양시,0.02467541164216657
50,35,48330,경남,Yangsan-si,양산시,0.9753245883578334
51,35,48330,경남,Yangsan-si,양산시,1.0
52,35,48330,경남,Yangsan-si,양산시,0.7654147426115376
52,35,26710,부산,Gijang-gun,기장군,0.04155196544300773
52,35,31710,울산,Ulju-gun,울주군,0.19303175456303034
53,35,48330,경남,Yangsan-si,양산시,0.0002938807561579811
53,35,26710,부산,Gijang-gun,기장군,0.12737832888200826
53,35,31710,울산,Ulju-gun,울주군,0.8723267571432479
54,35,31710,울산,Ulju-gun,울주군,1.0
23,36,45800,전북,Buan-gun,부안군,1.0
24,36,45800,전북,Buan-gun,부안군,1.0
25,36,45790,전북,Gochang-gun,고창군,1.0
26,36,45790,전북,Gochang-gun,고창군,0.9833270817496408
26,36,45800,전북,Buan-gun,부안군,0.01667291825035923
27,36,45790,전북,Gochang-gun,고창군,0.9532296382124805
27,36,45800,전북,Buan-gun,부안군,0.04676686194141843
28,36,45180,전북,Jeongeup-si,정읍시,0.33971305564963283
28,36,45790,전북,Gochang-gun,고창군,0.6361979198584616
28,36,45800,전북,Buan-gun,부안군,0.024085335274664187
29,36,45180,전북,Jeongeup-si,정읍시,1.0
30,36,45180,전북,Jeongeup-si,정읍시,0.6576060028184344
30,36,45770,전북,Sunchang-gun,순창군,0.34239399718156555
31,36,45180,전북,Jeongeup-si,정읍시,0.624260943613132
31,36,45750,전북,Imsil-gun,임실군,0.03752494479239604
31,36,45770,전북,Sunchang-gun,순창군,0.3380593676572157
32,36,45180,전북,Jeongeup-si,정읍시,0.038118896132118545
32,36,45750,전북,Imsil-gun,임실군,0.9153968520828162
32,36,45770,전북,Sunchang-gun,순창군,0.04445938754672486
33,36,45750,전북,Imsil-gun,임실군,1.0
34,36,45190,전북,Namwon-si,남원시,0.3935330354085996
34,36,45740,전북,Jangsu-gun,장수군,0.10818749881827772
34,36,45750,전북,Imsil-gun,임실군,0.49784935783771506
35,36,45190,전북,Namwon-si,남원시,0.6548136878112141
35,36,45740,전북,Jangsu-gun,장수군,0.3451849952708911
36,36,48870,경남,Hamyang-gun,함양군,0.04083218300405624
36,36,45190,전북,Namwon-si,남원시,0.2664386173613071
36,36,45740,전북,Jangsu-gun,장수군,0.6927246325863109
37,36,48870,경남,Hamyang-gun,함양군,0.8008627090323515
37,36,45190,전북,Namwon-si,남원시,0.1991370361539793
38,36,48870,경남,Hamyang-gun,함양군,1.0
39,36,48860,경남,Sancheong-gun,산청군,0.642502911182507
39,36,48870,경남,Hamyang-gun,함양군,0.22039421365929232
39,36,48880,경남,Geochang-gun,거창군,0.13710287515820066
40,36,48860,경남,Sancheong-gun,산청군,0.27055502644743706
40,36,48880,경남,Geochang-gun,거창군,0.2842878677306572
40,36,48890,경남,Hapcheon-gun,합천군,0.44515710582190565
41,36,48890,경남,Hapcheon-gun,합천군,1.0
42,36,48720,경남,Uiryeong-gun,의령군,0.0029709493423082127
42,36,48890,경남,Hapcheon-gun,합천군,0.9970285419044715
43,36,48720,경남,Uiryeong-gun,의령군,0.32299222969696634
43,36,48890,경남,Hapcheon-gun,합천군,0.67700484083411
44,36,48720,경남,Uiryeong-gun,의령군,0.4145356731867807
44,36,48740,경남,Changnyeong-gun,창녕군,0.3012583443776851
44,36,48890,경남,Hapcheon-gun,합천군,0.2842044181472306
45,36,48720,경남,Uiryeong-gun,의령군,0.023741842407634706
45,36,48740,경남,Changnyeong-gun,창녕군,0.9762581575923653
46,36,48270,경남,Miryang-si,밀양시,0.3446548427590577
46,36,48740,경남,Changnyeong-gun,창녕군,0.6553451572409422
47,36,48270,경남,Miryang-si,밀양시,1.0
48,36,48270,경남,Miryang-si,밀양시,1.0
49,36,48270,경남,Miryang-si,밀양시,1.0
50,36,48270,경남,Miryang-si,밀양시,0.534851109462918
50,36,48330,경남,Yangsan-si,양산시,0.42976838256732947
50,36,31710,울산,Ulju-gun,울주군,0.03538050796975242
51,36,48330,경남,Yangsan-si,양산시,0.6593352925643231
51,36,31710,울산,Ulju-gun,울주군,0.3406647074356769
52,36,48330,경남,Yangsan-si,양산시,0.018109876348386574
52,36,31710,울산,Ulju-gun,울주군,0.9818901236516134
53,36,31140,울산,Nam-gu,남구,0.15525180732529473
53,36,31710,울산,Ulju-gun,울주군,0.8447481926747052
54,36,31140,울산,Nam-gu,남구,0.5974153529518185
54,36,31170,울산,Dong-gu,동구,0.20989408642728355
54,36,31200,울산,Buk-gu,북구,0.01789799857707931
54,36,31710,울산,Ulju-gun,울주군,0.17479256204381854
55,36,31170,울산,Dong-gu,동구,1.0
22,37,45800,전북,Buan-gun,부안군,1.0
23,37,45800,전북,Buan-gun,부안군,1.0
24,37,45800,전북,Buan-gun,부안군,1.0
25,37,45800,전북,Buan-gun,부안군,1.0
26,37,45800,전북,Buan-gun,부안군,1.0
27,37,45800,전북,Buan-gun,부안군,1.0
28,37,45180,전북,Jeongeup-si,정읍시,0.6791712243984325
28,37,45800,전북,Buan-gun,부안군,0.32082250988634264
29,37,45180,전북,Jeongeup-si,정읍시,1.0
30,37,45180,전북,Jeongeup-si,정읍시,1.0
31,37,45180,전북,Jeongeup-si,정읍시,0.9254179818846648
31,37,45710,전북,Wanju-gun,완주군,0.04794797474711402
31,37,45750,전북,Imsil-gun,임실군,0.0264477298962447
32,37,45180,전북,Jeongeup-si,정읍시,0.006996765871799923
32,37,45710,전북,Wanju-gun,완주군,0.12479664131063092
32,37,45750,전북,Imsil-gun,임실군,0.8677724472369173
33,37,45750,전북,Imsil-gun,임실군,1.0
34,37,45720,전북,Jinan-gun,진안군,0.012742295745182578
34,37,45740,전북,Jangsu-gun,장수군,0.12853736984803155
34,37,45750,전북,Imsil-gun,임실군,0.8584111861498632
35,37,45720,전북,Jinan-gun,진안군,0.20845378204231538
35,37,45740,전북,Jangsu-gun,장수군,0.6948406435115866
35,37,45750,전북,Imsil-gun,임실군,0.09660110555224982
36,37,48870,경남,Hamyang-gun,함양군,0.005316630219002057
36,37,45740,전북,Jangsu-gun,장수군,0.994683369780998
37,37,48870,경남,Hamyang-gun,함양군,0.8846141266765947
37,37,45740,전북,Jangsu-gun,장수군,0.11538587332340527
38,37,48870,경남,Hamyang-gun,함양군,1.0
39,37,48860,경남,Sancheong-gun,산청군,0.014980145453189694
39,37,48870,경남,Hamyang-gun,함양군,0.5136210545699187
39,37,48880,경남,Geochang-gun,거창군,0.47139879997689155
40,37,48880,경남,Geochang-gun,거창군,0.807077474188435
40,37,48890,경남,Hapcheon-gun,합천군,0.19292252581156505
41,37,48880,경남,Geochang-gun,거창군,0.0026071079762984796
41,37,48890,경남,Hapcheon-gun,합천군,0.9973928920237015
42,37,48890,경남,Hapcheon-gun,합천군,0.9996363997209136
42,37,47830,경북,Goryeong-gun,고령군,0.0003636002790864736
43,37,48890,경남,Hapcheon-gun,합천군,0.9972586971388664
43,37,47830,경북,Goryeong-gun,고령군,0.002741302861133568
44,37,48740,경남,Changnyeong-gun,창녕군,0.41061668827651343
44,37,48890,경남,Hapcheon-gun,합천군,0.4246153111086857
44,37,47830,경북,Goryeong-gun,고령군,0.09491897163065938
44,37,27710,대구,Dalseong-gun,달성군,0.0698490289841415
45,37,48740,경남,Changnyeong-gun,창녕군,0.9665462634054183
45,37,27710,대구,Dalseong-gun,달성군,0.03345373659458171
46,37,48270,경남,Miryang-si,밀양시,0.12138052914222319
46,37,48740,경남,Changnyeong-gun,창녕군,0.5218021108995566
46,37,47820,경북,Cheongdo-gun,청도군,0.3568173599582202
47,37,48270,경남,Miryang-si,밀양시,0.4976239231047046
47,37,47820,경북,Cheongdo-gun,청도군,0.5023760768952954
48,37,48270,경남,Miryang-si,밀양시,0.374677128968086
48,37,47820,경북,Cheongdo-gun,청도군,0.625322871031914
49,37,48270,경남,Miryang-si,밀양시,0.8456859122478119
49,37,47820,경북,Cheongdo-gun,청도군,0.1543140877521882
50,37,48270,경남,Miryang-si,밀양시,0.7648355499319949
50,37,47820,경북,Cheongdo-gun,청도군,0.042164191402220386
50,37,31710,울산,Ulju-gun,울주군,0.1930002586657847
51,37,31710,울산,Ulju-gun,울주군,1.0
52,37,31710,울산,Ulju-gun,울주군,1.0
53,37,31110,울산,Jung-gu,중구,0.31241774772741043
53,37,31140,울산,Nam-gu,남구,0.20686241401045727
53,37,31200,울산,Buk-gu,북구,0.07295035582692401
53,37,31710,울산,Ulju-gun,울주군,0.40776948243520833
54,37,31110,울산,Jung-gu,중구,0.12797395093906544
54,37,31140,울산,Nam-gu,남구,0.11128496767085734
54,37,31170,울산,Dong-gu,동구,0.09249750187849945
54,37,31200,울산,Buk-gu,북구,0.6682435795115778
55,37,31170,울산,Dong-gu,동구,0.5021547936602613
55,37,31200,울산,Buk-gu,북구,0.4978452063397387
22,38,45800,전북,Buan-gun,부안군,1.0
25,38,45130,전북,Gunsan-si,군산시,0.9975382242085696
25,38,45800,전북,Buan-gun,부안군,0.002461775791430339
26,38,45130,전북,Gunsan-si,군산시,0.0018110727654285913
26,38,45210,전북,Gimje-si,김제시,0.01795357936816892
26,38,45800,전북,Buan-gun,부안군,0.9802353478664024
27,38,45800,전북,Buan-gun,부안군,1.0
28,38,45180,전북,Jeongeup-si,정읍시,0.05704553019756369
28,38,45800,전북,Buan-gun,부안군,0.9429476468117803
29,38,45180,전북,Jeongeup-si,정읍시,0.6139798434401919
29,38,45210,전북,Gimje-si,김제시,0.18679076513363865
29,38,45800,전북,Buan-gun,부안군,0.1992146794566412
30,38,45180,전북,Jeongeup-si,정읍시,0.7486401674519624
30,38,45210,전북,Gimje-si,김제시,0.25134664304521714
31,38,45111,전북,"Wansan-gu, Jeonju-si",전주시완산구,0.025654712405264526
31,38,45180,전북,Jeongeup-si,정읍시,0.11005744501576802
31,38,45210,전북,Gimje-si,김제시,0.6146881838850765
31,38,45710,전북,Wanju-gun,완주군,0.2495639469364162
32,38,45710,전북,Wanju-gun,완주군,0.43245874873559076
32,38,45750,전북,Imsil-gun,임실군,0.5669342034053514
33,38,45710,전북,Wanju-gun,완주군,0.23111085636417908
33,38,45720,전북,Jinan-gun,진안군,0.09155351754528504
33,38,45750,전북,Imsil-gun,임실군,0.675529664888092
34,38,45720,전북,Jinan-gun,진안군,0.901693457749872
34,38,45750,전북,Imsil-gun,임실군,0.09801239447791923
35,38,45720,전북,Jinan-gun,진안군,0.6868380501675183
35,38,45740,전북,Jangsu-gun,장수군,0.3131619498324817
36,38,45740,전북,Jangsu-gun,장수군,1.0
37,38,48870,경남,Hamyang-gun,함양군,0.6134215912584345
37,38,45740,전북,Jangsu-gun,장수군,0.38657819293122414
38,38,48870,경남,Hamyang-gun,함양군,0.7969790327166725
38,38,48880,경남,Geochang-gun,거창군,0.20302096728332744
39,38,48870,경남,Hamyang-gun,함양군,0.13435194694199287
39,38,48880,경남,Geochang-gun,거창군,0.8656480530580071
40,38,48880,경남,Geochang-gun,거창군,1.0
41,38,48880,경남,Geochang-gun,거창군,0.47028001132215774
41,38,48890,경남,Hapcheon-gun,합천군,0.5297199886778422
42,38,48890,경남,Hapcheon-gun,합천군,0.7491669587412185
42,38,47830,경북,Goryeong-gun,고령군,0.25083304125878153
43,38,48890,경남,Hapcheon-gun,합천군,0.10011715868259037
43,38,47830,경북,Goryeong-gun,고령군,0.8998828413174096
44,38,48890,경남,Hapcheon-gun,합천군,0.035581537162126496
44,38,47830,경북,Goryeong-gun,고령군,0.61197980937616
44,38,27710,대구,Dalseong-gun,달성군,0.35243865346171355
45,38,48740,경남,Changnyeong-gun,창녕군,0.07645170865136999
45,38,47830,경북,Goryeong-gun,고령군,0.03090307766313785
45,38,27710,대구,Dalseong-gun,달성군,0.8926452136854921
46,38,48740,경남,Changnyeong-gun,창녕군,0.07681989888302908
46,38,47820,경북,Cheongdo-gun,청도군,0.8692599997975086
46,38,27710,대구,Dalseong-gun,달성군,0.05392010131946247
47,38,47820,경북,Cheongdo-gun,청도군,0.9761573767886451
47,38,27710,대구,Dalseong-gun,달성군,0.02384262321135491
48,38,47290,경북,Gyeongsan-si,경산시,0.026405013977864752
48,38,47820,경북,Cheongdo-gun,청도군,0.9735949860221353
49,38,48270,경남,Miryang-si,밀양시,0.06465832780106752
49,38,47820,경북,Cheongdo-gun,청도군,0.9353416721989325
50,38,48270,경남,Miryang-si,밀양시,0.04069626050263368
50,38,47130,경북,Gyeongju-si,경주시,0.035137375708810786
50,38,47820,경북,Cheongdo-gun,청도군,0.901324998092674
50,38,31710,울산,Ulju-gun,울주군,0.022841365695881657
51,38,47130,경북,Gyeongju-si,경주시,0.2362015002722578
51,38,47820,경북,Cheongdo-gun,청도군,0.08910971362250285
51,38,31710,울산,Ulju-gun,울주군,0.6746887861052392
52,38,31710,울산,Ulju-gun,울주군,1.0
53,38,47130,경북,Gyeongju-si,경주시,0.3568344159667881
53,38,31200,울산,Buk-gu,북구,0.18676122242306784
53,38,31710,울산,Ulju-gun,울주군,0.45640436161014397
54,38,47130,경북,Gyeongju-si,경주시,0.27467732012318224
54,38,31200,울산,Buk-gu,북구,0.7253226798768178
55,38,47130,경북,Gyeongju-si,경주시,0.5864326214024945
55,38,31200,울산,Buk-gu,북구,0.4135673785975055
24,39,45130,전북,Gunsan-si,군산시,1.0
25,39,45130,전북,Gunsan-si,군산시,0.956515179423419
25,39,45210,전북,Gimje-si,김제시,0.043484820576580964
26,39,45130,전북,Gunsan-si,군산시,0.015557173460353606
26,39,45210,전북,Gimje-si,김제시,0.9844428265396463
27,39,45210,전북,Gimje-si,김제시,0.011083717595574616
27,39,45800,전북,Buan-gun,부안군,0.9889162824044254
28,39,45210,전북,Gimje-si,김제시,0.4641472490511601
28,39,45800,전북,Buan-gun,부안군,0.5348112291958039
29,39,45180,전북,Jeongeup-si,정읍시,0.021956013368244907
29,39,45210,전북,Gimje-si,김제시,0.9780397927162924
30,39,45180,전북,Jeongeup-si,정읍시,0.005599793373107054
30,39,45210,전북,Gimje-si,김제시,0.989261908830682
30,39,45710,전북,Wanju-gun,완주군,0.005135364602453336
31,39,45111,전북,"Wansan-gu, Jeonju-si",전주시완산구,0.3562386033083487
31,39,45113,전북,"Deokjin-gu, Jeonju-si",전주시덕진구,0.003510888257776941
31,39,45210,전북,Gimje-si,김제시,0.4211595710807124
31,39,45710,전북,Wanju-gun,완주군,0.21908515254254393
32,39,45111,전북,"Wansan-gu, Jeonju-si",전주시완산구,0.6214889901144972
32,39,45113,전북,"Deokjin-gu, Jeonju-si",전주시덕진구,0.07782744833030654
32,39,45710,전북,Wanju-gun,완주군,0.3006835615551963
33,39,45111,전북,"Wansan-gu, Jeonju-si",전주시완산구,0.018268324057535208
33,39,45113,전북,"Deokjin-gu, Jeonju-si",전주시덕진구,0.05275779621304872
33,39,45710,전북,Wanju-gun,완주군,0.6249827279691463
33,39,45720,전북,Jinan-gun,진안군,0.22173145795590674
33,39,45750,전북,Imsil-gun,임실군,0.08181887736057274
34,39,45710,전북,Wanju-gun,완주군,0.0005891216248469791
34,39,45720,전북,Jinan-gun,진안군,0.9994108668854409
35,39,45720,전북,Jinan-gun,진안군,0.996532429160997
35,39,45740,전북,Jangsu-gun,장수군,0.0034675708390029883
36,39,45720,전북,Jinan-gun,진안군,0.22138429801053006
36,39,45740,전북,Jangsu-gun,장수군,0.7786157019894699
37,39,48870,경남,Hamyang-gun,함양군,0.15329151491628185
37,39,48880,경남,Geochang-gun,거창군,0.09886059230936894
37,39,45730,전북,Muju-gun,무주군,0.11835500448044602
37,39,45740,전북,Jangsu-gun,장수군,0.6294928882939033
38,39,48870,경남,Hamyang-gun,함양군,0.0024156873437297405
38,39,48880,경남,Geochang-gun,거창군,0.9667726323672883
38,39,45730,전북,Muju-gun,무주군,0.030811680288982055
39,39,48880,경남,Geochang-gun,거창군,1.0
40,39,48880,경남,Geochang-gun,거창군,1.0
41,39,48880,경남,Geochang-gun,거창군,0.3365467426071284
41,39,48890,경남,Hapcheon-gun,합천군,0.6634532573928715
42,39,48890,경남,Hapcheon-gun,합천군,0.45515429712449235
42,39,47830,경북,Goryeong-gun,고령군,0.3970976622157181
42,39,47840,경북,Seongju-gun,성주군,0.14774804065978964
43,39,47830,경북,Goryeong-gun,고령군,0.8841757691130001
43,39,47840,경북,Seongju-gun,성주군,0.11582423088699981
44,39,47830,경북,Goryeong-gun,고령군,0.7622608373212634
44,39,47840,경북,Seongju-gun,성주군,0.032181019863475546
44,39,27710,대구,Dalseong-gun,달성군,0.205558142815261
45,39,47830,경북,Goryeong-gun,고령군,0.013427888147882169
45,39,27290,대구,Dalseo-gu,달서구,0.00480961351363429
45,39,27710,대구,Dalseong-gun,달성군,0.9817624983384835
46,39,47820,경북,Cheongdo-gun,청도군,0.14969323404887225
46,39,27290,대구,Dalseo-gu,달서구,0.09536807493118196
46,39,27710,대구,Dalseong-gun,달성군,0.7549386910199457
47,39,47290,경북,Gyeongsan-si,경산시,0.28667696773510953
47,39,47820,경북,Cheongdo-gun,청도군,0.1175742892354945
47,39,27260,대구,Suseong-gu,수성구,0.007327670570125644
47,39,27710,대구,Dalseong-gun,달성군,0.5884132047177316
48,39,47290,경북,Gyeongsan-si,경산시,0.7862708342076467
48,39,47820,경북,Cheongdo-gun,청도군,0.21372916579235332
49,39,47290,경북,Gyeongsan-si,경산시,0.46574396362109394
49,39,47820,경북,Cheongdo-gun,청도군,0.5342560363789061
50,39,47130,경북,Gyeongju-si,경주시,0.46495689990658984
50,39,47290,경북,Gyeongsan-si,경산시,0.02991596887826868
50,39,47820,경북,Cheongdo-gun,청도군,0.5051271312151415
51,39,47130,경북,Gyeongju-si,경주시,0.9662697187136288
51,39,31710,울산,Ulju-gun,울주군,0.03373028128637129
52,39,47130,경북,Gyeongju-si,경주시,0.7691280808241214
52,39,31710,울산,Ulju-gun,울주군,0.23087191917587854
53,39,47130,경북,Gyeongju-si,경주시,0.9793531693367308
53,39,31710,울산,Ulju-gun,울주군,0.020646830663269153
54,39,47130,경북,Gyeongju-si,경주시,1.0
55,39,47130,경북,Gyeongju-si,경주시,1.0
21,40,45130,전북,Gunsan-si,군산시,1.0
22,40,45130,전북,Gunsan-si,군산시,1.0
24,40,45130,전북,Gunsan-si,군산시,1.0
25,40,45130,전북,Gunsan-si,군산시,1.0
26,40,45130,전북,Gunsan-si,군산시,1.0
27,40,45130,전북,Gunsan-si,군산시,0.8344205644003516
27,40,45210,전북,Gimje-si,김제시,0.16557881399836152
28,40,45130,전북,Gunsan-si,군산시,0.4212917980929061
28,40,45210,전북,Gimje-si,김제시,0.5786965347058869
29,40,45130,전북,Gunsan-si,군산시,0.03725901592651351
29,40,45140,전북,Iksan-si,익산시,0.00867444464113137
29,40,45210,전북,Gimje-si,김제시,0.9540661082188707
30,40,45113,전북,"Deokjin-gu, Jeonju-si",전주시덕진구,0.0024221516705224553
30,40,45140,전북,Iksan-si,익산시,0.08997533112825021
30,40,45210,전북,Gimje-si,김제시,0.9053185579251601
30,40,45710,전북,Wanju-gun,완주군,0.0022816003995892054
31,40,45111,전북,"Wansan-gu, Jeonju-si",전주시완산구,0.02764846340219614
31,40,45113,전북,"Deokjin-gu, Jeonju-si",전주시덕진구,0.6023943625578504
31,40,45140,전북,Iksan-si,익산시,0.056734288994098575
31,40,45210,전북,Gimje-si,김제시,0.028148067164661984
31,40,45710,전북,Wanju-gun,완주군,0.2850698301208263
32,40,45111,전북,"Wansan-gu, Jeonju-si",전주시완산구,0.042914031263909296
32,40,45113,전북,"Deokjin-gu, Jeonju-si",전주시덕진구,0.5901336940845259
32,40,45710,전북,Wanju-gun,완주군,0.36695227465156494
33,40,45113,전북,"Deokjin-gu, Jeonju-si",전주시덕진구,0.011689749691647
33,40,45710,전북,Wanju-gun,완주군,0.988310250308353
34,40,45710,전북,Wanju-gun,완주군,0.16811019575608974
34,40,45720,전북,Jinan-gun,진안군,0.8318897997908509
35,40,45720,전북,Jinan-gun,진안군,1.0
36,40,45720,전북,Jinan-gun,진안군,0.880347521076238
36,40,45730,전북,Muju-gun,무주군,0.11084921063356781
36,40,45740,전북,Jangsu-gun,장수군,0.00880326829019421
37,40,45720,전북,Jinan-gun,진안군,0.024741289634277408
37,40,45730,전북,Muju-gun,무주군,0.9524635710562681
37,40,45740,전북,Jangsu-gun,장수군,0.02279513930945454
38,40,48880,경남,Geochang-gun,거창군,0.27729611984189667
38,40,45730,전북,Muju-gun,무주군,0.7227038801581034
39,40,48880,경남,Geochang-gun,거창군,0.8409614987106951
39,40,47150,경북,Gimcheon-si,김천시,0.027970245162907397
39,40,45730,전북,Muju-gun,무주군,0.1310682561263974
40,40,48880,경남,Geochang-gun,거창군,0.49542359026503663
40,40,47150,경북,Gimcheon-si,김천시,0.5045764097349633
41,40,48880,경남,Geochang-gun,거창군,0.18823715716481443
41,40,48890,경남,Hapcheon-gun,합천군,0.0791516275745846
41,40,47150,경북,Gimcheon-si,김천시,0.39585504669138694
41,40,47840,경북,Seongju-gun,성주군,0.3367561685692141
42,40,48890,경남,Hapcheon-gun,합천군,0.006435315188599179
42,40,47830,경북,Goryeong-gun,고령군,0.04912225054210147
42,40,47840,경북,Seongju-gun,성주군,0.9444424342692994
43,40,47830,경북,Goryeong-gun,고령군,0.07951084375082546
43,40,47840,경북,Seongju-gun,성주군,0.9204891562491746
44,40,47830,경북,Goryeong-gun,고령군,0.26583360649480603
44,40,47840,경북,Seongju-gun,성주군,0.5707594445483101
44,40,27710,대구,Dalseong-gun,달성군,0.16340694895688382
45,40,47830,경북,Goryeong-gun,고령군,0.23807020756749814
45,40,27170,대구,Seo-gu,서구,0.017645802850803596
45,40,27290,대구,Dalseo-gu,달서구,0.33085356352742196
45,40,27710,대구,Dalseong-gun,달성군,0.41343017010633365
46,40,27110,대구,Jung-gu,중구,0.08387962620915944
46,40,27140,대구,Dong-gu,동구,0.02869622378347061
46,40,27170,대구,Seo-gu,서구,0.13485376578157252
46,40,27200,대구,Nam-gu,남구,0.210092805000632
46,40,27230,대구,Buk-gu,북구,0.016552516451461132
46,40,27260,대구,Suseong-gu,수성구,0.17377279650568955
46,40,27290,대구,Dalseo-gu,달서구,0.31340780145140584
46,40,27710,대구,Dalseong-gun,달성군,0.038727110692083955
47,40,47290,경북,Gyeongsan-si,경산시,0.10210693530904223
47,40,27140,대구,Dong-gu,동구,0.14985457538509883
47,40,27260,대구,Suseong-gu,수성구,0.7260478623155167
47,40,27710,대구,Dalseong-gun,달성군,0.021963216611503862
48,40,47290,경북,Gyeongsan-si,경산시,0.9326036846775756
48,40,27140,대구,Dong-gu,동구,0.0673961922019978
49,40,47230,경북,Yeongcheon-si,영천시,0.2441542015776992
49,40,47290,경북,Gyeongsan-si,경산시,0.7558457984223007
50,40,47130,경북,Gyeongju-si,경주시,0.27020871070226804
50,40,47230,경북,Yeongcheon-si,영천시,0.3235421478848941
50,40,47290,경북,Gyeongsan-si,경산시,0.1354315439908947
50,40,47820,경북,Cheongdo-gun,청도군,0.27081759742194317
51,40,47130,경북,Gyeongju-si,경주시,1.0
52,40,47130,경북,Gyeongju-si,경주시,1.0
