Region_Name,SIG_ENG_NM,True_Avg_PM2.5,Pred_Avg_PM2.5,Difference (Pred - True)
Gyeonggi,Yangju-si,17.587372,17.634478,0.04710579
Gyeonggi,Yangpyeong-gun,16.636585,16.675777,0.0391922
Gyeonggi,Yeoju-si,18.71263,18.621174,-0.09145546
Gyeonggi,Yeoncheon-gun,13.90227,13.959117,0.05684662
Gyeonggi,Yongin-si,20.113565,19.92378,-0.189785
Gangwon,Cheorwon-gun,12.695973,12.790069,0.09409523
Gangwon,Chuncheon-si,14.032765,14.157929,0.12516403
Gangwon,Donghae-si,9.650608,9.609262,-0.041345596
Gangwon,Gangneung-si,9.062657,9.048122,-0.01453495
Gangwon,Goseong-gun,8.723977,8.762227,0.03824997
Gangwon,Hoengseong-gun,14.132113,14.130078,-0.002035141
Gangwon,Hongcheon-gun,13.065324,13.093708,0.028384209
Gangwon,Hwacheon-gun,12.790765,12.929244,0.13847923
Gangwon,Inje-gun,11.241646,11.274809,0.03316307
Gangwon,Jeongseon-gun,10.5468645,10.468857,-0.0780077
Gangwon,Pyeongchang-gun,10.7929945,10.748075,-0.044919968
Gangwon,Samcheok-si,8.819548,8.826404,0.0068559647
Gangwon,Sokcho-si,9.504419,9.581671,0.077251434
Gangwon,Taebaek-si,9.6136465,9.617118,0.0034713745
Gangwon,Wonju-si,15.741813,15.749169,0.0073566437
Gangwon,Yanggu-gun,11.643024,11.654225,0.011200905
Gangwon,Yangyang-gun,9.20024,9.227145,0.02690506
Gangwon,Yeongwol-gun,12.669892,12.660309,-0.009583473
Chungbuk,Boeun-gun,16.182325,16.133993,-0.048332214
Chungbuk,Cheongju-si,18.010006,17.850498,-0.15950775
Chungbuk,Chungju-si,17.423332,17.334902,-0.088430405
Chungbuk,Danyang-gun,14.939543,14.873357,-0.06618595
Chungbuk,Eumseong-gun,18.838316,18.661411,-0.17690468
Chungbuk,Goesan-gun,16.860615,16.750458,-0.11015701
Chungbuk,Jecheon-si,15.701449,15.652057,-0.0493927
Chungbuk,Jeungpyeong-gun,18.159872,17.983068,-0.17680359
Chungbuk,Jincheon-gun,19.321293,19.145838,-0.1754551
Chungbuk,Okcheon-gun,16.49487,16.386112,-0.10875702
Chungbuk,Yeongdong-gun,15.10978,15.046282,-0.0634985
Chung-Nam,Asan-si,19.858286,19.698154,-0.16013145
Chung-Nam,Boryeong-si,13.566221,13.46068,-0.10554123
Chung-Nam,Buyeo-gun,17.262325,17.089775,-0.1725502
Chung-Nam,Cheonan-si,19.48306,19.271746,-0.21131516
Chung-Nam,Cheongyang-gun,17.29034,17.139147,-0.15119362
Chung-Nam,Dangjin-si,24.071575,23.675043,-0.39653206
Chung-Nam,Geumsan-gun,15.058604,15.029847,-0.028757095
Chung-Nam,Gongju-si,17.90115,17.706537,-0.1946125
Chung-Nam,Gyeryong-si,17.012016,16.880816,-0.13120079
Chung-Nam,Hongseong-gun,17.847937,17.653742,-0.1941948
Chung-Nam,Nonsan-si,16.892292,16.764782,-0.12751007
Chung-Nam,Seocheon-gun,16.320433,16.08573,-0.23470306
Chung-Nam,Seosan-si,17.266336,17.089598,-0.17673874
Chung-Nam,Taean-gun,12.261718,12.331534,0.06981659
Chung-Nam,Yesan-gun,18.96943,18.84422,-0.12521172
Gyeong-Buk,Andong-si,13.898767,13.718817,-0.17995071
Gyeong-Buk,Bonghwa-gun,11.328569,11.219256,-0.10931301
Gyeong-Buk,Cheongdo-gun,14.154136,13.998668,-0.15546799
Gyeong-Buk,Cheongsong-gun,12.517393,12.336844,-0.18054867
Gyeong-Buk,Chilgok-gun,15.90318,15.679869,-0.22331142
Gyeong-Buk,Gimcheon-si,15.433059,15.253351,-0.17970753
Gyeong-Buk,Goryeong-gun,15.738198,15.501282,-0.23691654
Gyeong-Buk,Gumi-si,16.758875,16.4512,-0.3076744
Gyeong-Buk,Gunwi-gun,15.024656,14.808709,-0.21594715
Gyeong-Buk,Gyeongju-si,17.071278,16.767597,-0.30368042
Gyeong-Buk,Gyeongsan-si,15.208355,15.009047,-0.1993084
Gyeong-Buk,Mungyeong-si,14.788313,14.777376,-0.010936737
Gyeong-Buk,Pohang-si,15.321186,15.1095085,-0.21167755
Gyeong-Buk,Sangju-si,15.714785,15.5907345,-0.12405014
Gyeong-Buk,Seongju-gun,15.766547,15.569479,-0.19706821
Gyeong-Buk,Uiseong-gun,14.752589,14.547947,-0.2046423
Gyeong-Buk,Uljin-gun,8.625625,8.643734,0.018109322
Gyeong-Buk,Ulleung-gun,6.1821694,6.4307995,0.24863005
Gyeong-Buk,Yecheon-gun,14.786136,14.671214,-0.11492157
Gyeong-Buk,Yeongcheon-si,13.825454,13.659791,-0.16566277
Gyeong-Buk,Yeongdeok-gun,10.139489,10.043738,-0.09575081
Gyeong-Buk,Yeongju-si,14.300446,14.148102,-0.15234375
Gyeong-Buk,Yeongyang-gun,10.966267,10.84793,-0.11833668
Gyeong-Nam,Changnyeong-gun,13.882155,13.725699,-0.156456
Gyeong-Nam,Changwon-si,13.112879,13.011663,-0.10121536
Gyeong-Nam,Geochang-gun,12.457895,12.505403,0.047507286
Gyeong-Nam,Geoje-si,8.987972,9.033531,0.04555893
Gyeong-Nam,Gimhae-si,13.364064,13.294853,-0.069211006
Gyeong-Nam,Goseong-gun,12.389231,12.2882,-0.10103035
Gyeong-Nam,Hadong-gun,11.241034,11.344385,0.10335159
Gyeong-Nam,Haman-gun,14.9660635,14.644461,-0.32160282
Gyeong-Nam,Hamyang-gun,11.844497,11.90578,0.06128311
Gyeong-Nam,Hapcheon-gun,13.275971,13.207284,-0.06868744
Gyeong-Nam,Jinju-si,13.600351,13.487499,-0.1128521
Gyeong-Nam,Miryang-si,12.536358,12.477319,-0.059039116
Gyeong-Nam,Namhae-gun,10.463086,10.459252,-0.0038337708
Gyeong-Nam,Sacheon-si,13.453503,13.307301,-0.14620209
Gyeong-Nam,Sancheong-gun,11.8203745,11.875092,0.054717064
Gyeong-Nam,Tongyeong-si,8.836373,8.834552,-0.001821518
Gyeong-Nam,Uiryeong-gun,14.52229,14.310903,-0.21138763
Gyeong-Nam,Yangsan-si,11.518889,11.585538,0.06664848
Jeon-Buk,Buan-gun,13.13391,12.997914,-0.13599586
Jeon-Buk,Gimje-si,16.004562,15.918957,-0.08560562
Jeon-Buk,Gochang-gun,14.159742,14.077792,-0.08195019
Jeon-Buk,Gunsan-si,13.12483,13.004322,-0.120508194
Jeon-Buk,Iksan-si,17.24744,17.139439,-0.10800171
Jeon-Buk,Imsil-gun,13.532347,13.51038,-0.021966934
Jeon-Buk,Jangsu-gun,12.433086,12.458064,0.024977684
Jeon-Buk,Jeongeup-si,15.247791,15.16971,-0.07808113
Jeon-Buk,Jeonju-si,15.630687,15.571603,-0.05908394
Jeon-Buk,Jinan-gun,13.352757,13.400163,0.047405243
Jeon-Buk,Muju-gun,13.020237,13.070317,0.0500803
Jeon-Buk,Namwon-si,12.398216,12.437759,0.03954315
Jeon-Buk,Sunchang-gun,13.523417,13.512311,-0.011106491
Jeon-Buk,Wanju-gun,14.531416,14.529768,-0.0016479492
Jeon-Nam,Boseong-gun,12.658362,12.624144,-0.03421879
Jeon-Nam,Damyang-gun,13.265734,13.257672,-0.008061409
Jeon-Nam,Gangjin-gun,11.785946,11.717833,-0.06811333
Jeon-Nam,Goheung-gun,9.846983,9.898354,0.05137062
Jeon-Nam,Gokseong-gun,12.948355,12.935409,-0.012946129
Jeon-Nam,Gurye-gun,10.832251,10.951932,0.11968136
Jeon-Nam,Gwangyang-si,18.338266,18.336958,-0.0013084412
Jeon-Nam,Haenam-gun,10.64776,10.625049,-0.022711754
Jeon-Nam,Hampyeong-gun,13.953048,13.848764,-0.10428333
Jeon-Nam,Hwasun-gun,12.545876,12.571911,0.026035309
Jeon-Nam,Jangheung-gun,11.54828,11.520904,-0.027376175
Jeon-Nam,Jangseong-gun,13.48385,13.476792,-0.00705719
Jeon-Nam,Jindo-gun,8.222323,8.21504,-0.0072832108
Jeon-Nam,Mokpo-si,12.50828,12.39155,-0.11672974
Jeon-Nam,Muan-gun,13.174032,13.120167,-0.053865433
Jeon-Nam,Naju-si,14.201259,14.046495,-0.15476322
Jeon-Nam,Sinan-gun,8.588062,8.701892,0.11382961
Jeon-Nam,Suncheon-si,15.399062,15.317379,-0.08168316
Jeon-Nam,Wando-gun,8.066987,8.107043,0.04005623
Jeon-Nam,Yeongam-gun,13.053325,12.901692,-0.15163231
Jeon-Nam,Yeonggwang-gun,11.616635,11.628103,0.011467934
Jeon-Nam,Yeosu-si,9.399225,9.456363,0.05713749
Jeju,Jeju-si,7.1261873,7.2066064,0.08041906
Jeju,Seogwipo-si,6.8698854,7.004943,0.13505745
Daejeon,Daedeok-gu,16.778551,16.67703,-0.10152054
Daejeon,"Dong-gu, Daejeon",16.75462,16.59829,-0.15633011
Daejeon,"Seo-gu, Daejeon",17.519373,17.411871,-0.10750198
Daejeon,Yuseong-gu,18.48754,18.25684,-0.23069954
Ulsan,"Buk-gu, Ulsan",13.216816,13.161787,-0.055028915
Ulsan,"Dong-gu, Ulsan",10.370206,10.431406,0.061200142
Ulsan,"Nam-gu, Ulsan",14.2270975,14.303264,0.07616615
Ulsan,Ulju-gun,13.491662,13.420786,-0.07087612
Sejong,Sejong-si,18.959812,18.713444,-0.24636841
