A_O3_ALL,B_O3_ALL,C_O3_ALL,D_O3_ALL,E_O3_ALL,F_O3_ALL,G_O3_ALL,H_O3_ALL,I_O3_ALL,J_O3_ALL,K_O3_ALL,L_O3_ALL,M_O3_ALL,N_O3_ALL,O_O3_ALL,P_O3_ALL,Q_O3_ALL
0.013318376,0.03630773,0.027555253,0.028320828,0.030584535,0.027531907,0.036944594,0.032784075,0.033697397,0.035984922,0.03447613,0.0376446,0.03893036,0.042729378,0.029860875,0.029930178,0.027741253
0.013466109,0.03674731,0.027680486,0.027726397,0.031197682,0.026653636,0.036833964,0.03197575,0.03396515,0.035127442,0.0346698,0.037409373,0.039575838,0.04295871,0.028358912,0.030641638,0.027232347
0.012633316,0.036516324,0.029691909,0.028801307,0.029804343,0.026279265,0.037330125,0.032735527,0.034133174,0.036062617,0.035979863,0.03690468,0.03913485,0.042369094,0.028381001,0.03246063,0.027289785
0.012937628,0.036782946,0.028850084,0.027416933,0.03243223,0.025905624,0.036740083,0.033172123,0.03518477,0.035100684,0.034836344,0.037398692,0.039490845,0.042983204,0.031212084,0.030437905,0.029196212
0.016129196,0.037400063,0.026667634,0.028155923,0.030817809,0.027995022,0.03701429,0.032494057,0.033641376,0.036082998,0.035117727,0.037179723,0.039648034,0.04204494,0.028308248,0.0320811,0.026785402
0.010892957,0.035741813,0.030943194,0.02946159,0.029836638,0.024364473,0.03616494,0.032174043,0.03394908,0.03631521,0.03574438,0.037332695,0.03910726,0.043078773,0.029185396,0.033060238,0.028201418
0.012979414,0.036461446,0.029107306,0.027764957,0.032254532,0.026166659,0.037160486,0.03163342,0.03321229,0.035482667,0.0347617,0.037962016,0.03962518,0.043088287,0.028826447,0.032452874,0.027055608
0.011806686,0.03623652,0.025818849,0.02830996,0.031219749,0.025597023,0.036411557,0.032691345,0.03395343,0.035303727,0.03410073,0.03708864,0.039689507,0.042800173,0.029380133,0.030758034,0.028244922
0.014341241,0.037427522,0.029407825,0.027273031,0.03143448,0.027087972,0.037079442,0.032798447,0.03559365,0.035772674,0.03590181,0.037710782,0.03995106,0.04213043,0.030755628,0.03113066,0.029107735
0.015681708,0.036759168,0.029361937,0.028151697,0.031013198,0.02787051,0.03715832,0.031854045,0.03356109,0.03597193,0.035006046,0.038020227,0.03915839,0.04312774,0.028862735,0.0303788,0.026919097
0.014757556,0.036391187,0.029029444,0.027673448,0.032016326,0.02651345,0.037050594,0.031927772,0.033000372,0.03550623,0.03467759,0.036689553,0.039532144,0.04286478,0.02899581,0.030062458,0.02755008
0.011223524,0.035567075,0.027192736,0.025887083,0.029799545,0.02466969,0.035939448,0.03163017,0.032630596,0.03411302,0.034986768,0.037591465,0.0391246,0.042503882,0.028171785,0.030495547,0.027034303
0.013242509,0.03690794,0.029658139,0.028552817,0.031081127,0.027301643,0.037217014,0.033482365,0.035332825,0.035548136,0.03464407,0.038269505,0.040215828,0.04221176,0.031222112,0.032040663,0.029215813
0.012438633,0.036265016,0.027200181,0.027849145,0.031240204,0.02556465,0.03684267,0.03196787,0.032745603,0.035017975,0.033824634,0.03707975,0.039246235,0.042621925,0.028765315,0.030444952,0.027088845
0.015029753,0.03640048,0.026047805,0.026748735,0.03290529,0.02727726,0.037066143,0.03166566,0.032734327,0.03466372,0.034979485,0.037746076,0.039931785,0.04318718,0.028759243,0.030112388,0.02664441
0.011360436,0.03596017,0.025769766,0.027798707,0.031041196,0.025156973,0.03574774,0.031533565,0.03369215,0.034807887,0.034205183,0.036908437,0.039090235,0.042100526,0.028410524,0.030695915,0.026560782
0.014791161,0.037050374,0.029675731,0.02702882,0.030442337,0.027224058,0.03758825,0.03368305,0.03532878,0.035177838,0.034906797,0.038305104,0.039600812,0.042683203,0.031040084,0.030423399,0.028984992
0.014231905,0.03702694,0.028349414,0.027197631,0.032054376,0.026470521,0.037203893,0.033304557,0.034957744,0.034849014,0.034953475,0.038136367,0.039626013,0.042136252,0.029359126,0.030243855,0.02899207
0.015202658,0.03676106,0.02871555,0.028293146,0.03133549,0.028300436,0.037776254,0.03321058,0.03313377,0.035248023,0.03472499,0.037715964,0.03992172,0.042762298,0.029227406,0.030789915,0.027456263
0.014307312,0.036379527,0.02841768,0.02973663,0.033408787,0.027322501,0.037270162,0.03207134,0.034226485,0.035735805,0.035790406,0.0371032,0.039959386,0.042010393,0.028616006,0.030264875,0.027594604
0.0133930575,0.036771815,0.029871115,0.027675597,0.032198995,0.027132113,0.037272163,0.033405926,0.033944808,0.035699178,0.035883844,0.03790097,0.040104993,0.042042993,0.029669253,0.030353587,0.028160214
0.015469518,0.036913406,0.027302247,0.027744737,0.032497223,0.027596788,0.03786175,0.03240457,0.033152558,0.03589392,0.03589147,0.037332796,0.040097523,0.042057533,0.028959608,0.032369554,0.026634285
0.016027423,0.036705524,0.027138803,0.028294927,0.032926366,0.028665164,0.03739954,0.031912215,0.03390371,0.035882507,0.03584186,0.037876584,0.040132303,0.042442143,0.029437067,0.030856434,0.02771941
0.014399158,0.036561336,0.0319268,0.029991632,0.032546025,0.027634442,0.03716203,0.03192628,0.034542825,0.0359725,0.036122482,0.037327226,0.04003274,0.042306095,0.028971437,0.03190038,0.028393852
0.01400788,0.03677379,0.026361566,0.026096048,0.030940205,0.026669517,0.03643509,0.031263232,0.033008106,0.034293573,0.034438446,0.03790164,0.039594553,0.042784907,0.02732016,0.029668082,0.025712019
0.013812416,0.03662177,0.027864069,0.02917322,0.03226046,0.026788542,0.037087157,0.03228221,0.034149397,0.03597262,0.035339393,0.038263973,0.04003838,0.042606708,0.029043669,0.030200507,0.026969125
0.017235827,0.037707236,0.028597688,0.026655216,0.033745628,0.028890988,0.038078867,0.03292178,0.035022292,0.035288595,0.03464517,0.038675316,0.040122148,0.043031923,0.028727915,0.029702792,0.02755597
0.013312054,0.03660623,0.031282466,0.02819061,0.030510204,0.027140807,0.037545133,0.03216455,0.03436569,0.035203762,0.03561969,0.037549753,0.03969284,0.043259017,0.029316781,0.032596193,0.027692446
0.012392637,0.036360193,0.029420814,0.031076046,0.03083148,0.025153114,0.035996567,0.031366553,0.033866424,0.036454648,0.03559167,0.037288383,0.03916472,0.043134876,0.029545512,0.03323483,0.027128054
0.012437799,0.03647108,0.02638416,0.029280966,0.032523025,0.026110694,0.0366966,0.03201385,0.032903496,0.036031384,0.034716602,0.037273087,0.039914485,0.042080224,0.029993827,0.030707104,0.027721873
0.012121182,0.035828367,0.02858739,0.028620603,0.030051105,0.024980927,0.036116634,0.031639796,0.0321085,0.035801712,0.035707388,0.037224423,0.039220877,0.042972054,0.02761554,0.03064756,0.02628248
0.013195097,0.036538843,0.028556908,0.028037082,0.032330412,0.025866508,0.036645405,0.03247869,0.032705337,0.034902044,0.034768134,0.0371702,0.039622176,0.042918913,0.029014807,0.030939002,0.026610099
0.014475738,0.036763225,0.028577661,0.030246602,0.03044422,0.028289275,0.03797249,0.033936944,0.03517369,0.036637943,0.036233783,0.038470715,0.039433442,0.042480092,0.031330474,0.031513628,0.029930755
0.015364685,0.03747323,0.029988756,0.02921943,0.031177543,0.0283128,0.03764884,0.033580475,0.034314636,0.036653735,0.035503704,0.037633486,0.03976829,0.04221171,0.030217653,0.032475054,0.028471345
0.015870627,0.036999255,0.026785111,0.02989,0.03025475,0.028955575,0.0380497,0.03301839,0.033496197,0.036517147,0.034282506,0.03691974,0.039232295,0.043242607,0.029796697,0.03150187,0.02689792
0.013288789,0.03650083,0.029100006,0.028074319,0.031314388,0.026329469,0.03662682,0.031226873,0.03315388,0.035607103,0.03589006,0.0374983,0.039683487,0.042372435,0.028494507,0.030578543,0.026943617
0.01199441,0.035866123,0.02854893,0.02781185,0.032184992,0.024603436,0.036100637,0.031351883,0.033480257,0.035042807,0.034265034,0.037590347,0.03942071,0.043115687,0.029448597,0.029894259,0.026754066
0.01138611,0.035784397,0.028766666,0.027604526,0.03092009,0.024302343,0.03603253,0.031330857,0.032864947,0.035305597,0.03526196,0.03685186,0.03941202,0.04277275,0.028513623,0.032494344,0.026291378
0.012446609,0.036643174,0.026512602,0.030030562,0.030856067,0.026073698,0.037058156,0.03226703,0.034766,0.036222816,0.034666963,0.03770024,0.039337326,0.0424995,0.028751131,0.030817168,0.027860144
0.01226871,0.03586841,0.025669489,0.027730906,0.028724559,0.024222767,0.035682812,0.03019778,0.031796034,0.03432398,0.033969596,0.03595073,0.038340565,0.042424567,0.027828356,0.0303676,0.025230736
0.013632641,0.036537323,0.025555229,0.028398516,0.033688683,0.027255194,0.03696278,0.032665778,0.034372702,0.03551371,0.034421552,0.038100194,0.040230304,0.04233109,0.031036979,0.03102936,0.028694203
0.015483956,0.03689386,0.029590327,0.029817462,0.033470627,0.028003378,0.037017457,0.031910725,0.0347617,0.035971068,0.03607816,0.038598724,0.040172298,0.042208757,0.028382499,0.031242298,0.027501417
0.013052296,0.036299165,0.027601805,0.026903236,0.032937337,0.025850499,0.03690819,0.03110816,0.03418284,0.03438068,0.035430267,0.037097882,0.04003188,0.04315266,0.02816028,0.02977862,0.026908062
0.012244632,0.03664127,0.029678946,0.027130337,0.032071803,0.025064692,0.036708888,0.032527287,0.03351365,0.035213154,0.03516937,0.03796761,0.03939427,0.042825118,0.028836945,0.031249182,0.027104234
0.014295675,0.036906574,0.027366528,0.030608248,0.030641422,0.028666126,0.037563972,0.033782158,0.0337487,0.03667881,0.03456346,0.038057715,0.03902661,0.043003466,0.028775573,0.030790955,0.02817612
0.013768703,0.03661074,0.030770445,0.030597162,0.031804472,0.027680572,0.037122786,0.03261971,0.034987956,0.03630835,0.035826728,0.03817218,0.0398459,0.042845726,0.029905373,0.030784953,0.027826034
0.015406519,0.03675445,0.02730926,0.029600594,0.030991398,0.028493458,0.037215333,0.033174098,0.03458072,0.03631903,0.03557018,0.038371164,0.039317545,0.04202622,0.030135976,0.031514723,0.029062897
0.013721685,0.03673031,0.027760427,0.027682588,0.02950639,0.026263412,0.037069976,0.03174587,0.03389387,0.035296272,0.03497366,0.03695189,0.038814202,0.042317316,0.02931941,0.030696366,0.027303534
0.0122787785,0.03663829,0.029472033,0.027931234,0.032539576,0.025325546,0.03591326,0.03199729,0.033633363,0.035758935,0.034758054,0.036972433,0.039957684,0.042321187,0.028479552,0.030952472,0.027455756
0.01544086,0.037818477,0.028778454,0.026234591,0.03149356,0.029106617,0.03783725,0.032626435,0.033862296,0.035011675,0.034736715,0.037381236,0.039442282,0.04326318,0.029048767,0.031679325,0.027376825
0.017416805,0.037085604,0.026706394,0.028660193,0.030620163,0.029327253,0.03809897,0.032802027,0.03423147,0.03615041,0.03492266,0.03822941,0.039705496,0.042419825,0.029358387,0.030812137,0.027952313
0.012955481,0.036277995,0.030807626,0.030402144,0.03157976,0.026892668,0.03719679,0.033297233,0.033309642,0.03661739,0.03569871,0.037970107,0.039311305,0.042025227,0.028993767,0.0315027,0.028115168
0.0112913195,0.03546726,0.02527153,0.025965033,0.03059797,0.024313295,0.035973273,0.030069366,0.03215399,0.033953384,0.033166934,0.037126575,0.038941044,0.042398203,0.028683808,0.03077602,0.025926804
0.016682856,0.037453596,0.029577333,0.026880912,0.032067284,0.028810851,0.037396483,0.032627217,0.0330809,0.03505029,0.03536746,0.03760801,0.039774872,0.04288599,0.028041774,0.031716563,0.026414402
0.013409112,0.036138445,0.027452271,0.027942775,0.031700686,0.025840335,0.036941662,0.031010345,0.032249663,0.034465916,0.034418605,0.037386432,0.03933878,0.04245106,0.027217269,0.031062454,0.025217151
0.0144511275,0.036529522,0.028365904,0.030172529,0.0326545,0.026629496,0.037321694,0.03302825,0.034397934,0.03624521,0.03617994,0.03812888,0.04013969,0.042329878,0.030584104,0.03124892,0.028809294
0.011504802,0.035729453,0.0272885,0.027777279,0.03296156,0.02433086,0.03657567,0.03153038,0.0338165,0.034627594,0.034317512,0.037851896,0.03956296,0.043111797,0.029108694,0.030651184,0.027327754
0.01205618,0.03658071,0.027611291,0.027844714,0.03187247,0.025223307,0.036350586,0.032937925,0.03466709,0.035232008,0.035667334,0.038082477,0.03980299,0.04244195,0.030685337,0.03137406,0.02929386
0.012197782,0.036100194,0.027666107,0.029213265,0.033164915,0.02588528,0.037031848,0.032642975,0.033373892,0.035638236,0.034560096,0.037674695,0.03987124,0.0431205,0.030042948,0.03093327,0.027401827
0.015579608,0.03649184,0.028038,0.02912079,0.031959027,0.027786747,0.03699795,0.033336043,0.03464745,0.03565375,0.034955684,0.03739433,0.040154286,0.042069368,0.029915104,0.031780053,0.028282152
0.01699233,0.038050793,0.027717125,0.028585816,0.03252718,0.03014359,0.038231447,0.034757055,0.03641677,0.03685356,0.036587406,0.039165735,0.040389355,0.04287957,0.032145925,0.031363472,0.03019611
0.013553685,0.036707886,0.029288074,0.026398044,0.030894106,0.02555532,0.03656466,0.030648615,0.032450434,0.034464847,0.03402301,0.03718454,0.039576486,0.042087954,0.02923633,0.029495858,0.025938375
0.016716795,0.037492745,0.027444381,0.028405694,0.030914826,0.029372536,0.03796223,0.032826137,0.033993836,0.036171794,0.034404952,0.037375037,0.03934789,0.0426002,0.029958624,0.031630926,0.0273688
0.016465833,0.036891133,0.025729846,0.026681524,0.031117054,0.028955173,0.037298664,0.03200788,0.03311711,0.03529145,0.034227,0.036732778,0.039502855,0.043233138,0.02990116,0.030603629,0.027495958
