A_NOX_ALL,A_VOC_ALL,A_NH3_ALL,A_O3_ALL,B_NOX_ALL,B_VOC_ALL,B_NH3_ALL,B_O3_ALL,C_NOX_ALL,C_VOC_ALL,C_NH3_ALL,C_O3_ALL,D_NOX_ALL,D_VOC_ALL,D_NH3_ALL,D_O3_ALL,E_NOX_ALL,E_VOC_ALL,E_NH3_ALL,E_O3_ALL,F_NOX_ALL,F_VOC_ALL,F_NH3_ALL,F_O3_ALL,G_NOX_ALL,G_VOC_ALL,G_NH3_ALL,G_O3_ALL,H_NOX_ALL,H_VOC_ALL,H_NH3_ALL,H_O3_ALL,I_NOX_ALL,I_VOC_ALL,I_NH3_ALL,I_O3_ALL,J_NOX_ALL,J_VOC_ALL,J_NH3_ALL,J_O3_ALL,K_NOX_ALL,K_VOC_ALL,K_NH3_ALL,K_O3_ALL,L_NOX_ALL,L_VOC_ALL,L_NH3_ALL,L_O3_ALL,M_NOX_ALL,M_VOC_ALL,M_NH3_ALL,M_O3_ALL,N_NOX_ALL,N_VOC_ALL,N_NH3_ALL,N_O3_ALL,O_NOX_ALL,O_VOC_ALL,O_NH3_ALL,O_O3_ALL,P_NOX_ALL,P_VOC_ALL,P_NH3_ALL,P_O3_ALL,Q_NOX_ALL,Q_VOC_ALL,Q_NH3_ALL,Q_O3_ALL
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.863535805,1.241055552,0.83370348,0.5853882413147125,0.869754418,1.006563503,0.962917701,1.1392666885398104,1.068550257,1.120953752,1.23893509,0.8054538045155604,0.835199625,1.228430464,0.873012441,0.8318263843971812,0.695553291,1.186508194,0.996501609,1.0112486275182262,1.334524357,0.910602478,1.184359983,0.692224020734418,1.002000218,0.803191073,1.146772368,1.1655768351499345,0.764775481,0.885962818,0.526543985,0.9970252586747996,0.635479026,0.73080257,0.90055931,1.060226319832949,1.156333914,1.234487428,1.04998759,1.076546458709765,0.88187545,0.968710982,0.817614325,1.065029645728122,0.73954232,0.944993003,1.049730123,1.2526712159199758,1.137425289,1.228396711,0.8400706,1.3026998843382538,1.314464168,0.842700468,0.780937333,1.343181028516626,1.236319088,0.840536292,1.048697914,0.8839655714505115,0.87020578,1.121574519,0.902625982,0.985198615507465,0.65738346,1.010165438,1.31528251,0.8634635930734555
0.742005935,0.646945949,0.986339546,0.643658159640998,1.192631045,1.003773253,0.780494493,1.1258144451462666,0.934011503,0.969481948,0.957689415,0.7752341384060895,1.012360305,1.277558988,1.008264154,0.7438061189311598,1.086871117,0.899152983,1.396219993,0.921698891997141,0.941018466,0.661978089,1.00386577,0.7498145629612563,1.118786464,0.694296244,0.972868391,1.1681736156028188,0.923891128,1.27979922,1.060337463,0.9942826855232813,1.050851731,1.071004873,1.115864367,1.01812382652334,1.331561671,1.049558709,0.974431118,1.0491261848012974,1.144306736,0.815849512,1.235233197,1.0396330634559257,0.862231077,1.051922246,0.821474696,1.2154931593742824,1.183849535,1.059202772,1.117615737,1.2602831625950266,0.786083982,0.785215215,1.117292219,1.3951261850895067,1.238821317,0.938990704,0.943296868,0.8424563071307394,1.278779791,1.284150807,1.433524304,0.8842872854335957,1.120913183,0.824733823,1.290492127,0.7585655704582426
1.242453095,1.263960396,0.903859773,0.6083512349430893,0.955692638,0.973506048,0.906025623,1.1423631690980394,0.823670413,1.022233043,1.065741091,0.85276606300088,0.680270526,0.791884687,0.983349129,0.8435371819082114,1.069616279,0.741900646,1.370173452,0.9286743985708894,0.922186429,1.130895864,0.82878239,0.7360806182837,1.047782142,1.156916729,0.956777876,1.1582661753346395,1.257153307,0.914818751,0.918796965,0.9549665510022628,1.177884698,0.84780259,1.240347223,1.003223440494474,1.190786957,0.994135268,1.398683641,1.0599454040073255,1.089381833,0.755261209,1.162130556,1.0605074152149234,1.174900035,0.826106864,0.90584816,1.1539539060187731,0.959948079,0.942969933,0.801629902,1.2681448796416572,1.445309092,1.00798856,0.559174998,1.328862085257006,1.258952103,1.381328696,1.342452754,0.7934867182369802,0.993027986,1.163494215,1.079286598,0.935538200929162,1.145995299,1.265948542,0.77775531,0.7135429539424044
0.814412821,0.735800477,0.644385384,0.6645106886592596,1.089341798,1.144005695,1.188024604,1.1726731646460111,0.907912888,0.796244131,0.883309564,0.79009859063546,1.056815416,1.225650308,0.683433485,0.7463274488588211,1.014809104,0.647299473,1.113795094,0.9431329168623342,0.659572528,0.977711482,0.821161633,0.8548617214137997,1.019021286,1.381886546,1.3258807,1.1957623402121,1.153345748,0.902152415,0.587981815,0.9887513724817738,1.219771886,1.130540603,1.063928101,1.0298058372679155,1.167229313,1.003284067,0.581641564,1.0596646673944052,1.129857431,1.296876791,1.267681259,1.035890181233544,0.831819357,0.711278398,1.433584959,1.221640637394086,1.240626991,1.190229341,0.965237792,1.2633965004151078,0.574630702,1.191931088,1.148330824,1.4569455850169766,0.837272709,1.279428674,1.027987327,0.8969420930187224,1.094223655,0.868594404,0.953091311,0.8947567876602702,1.19671711,0.776720168,1.122029181,0.7796880544645819
1.006110591,0.85056313,0.676458337,0.5909933102004525,1.00456697,1.12220135,0.951893869,1.121872082886697,0.986490657,1.273809108,1.05919826,0.8829988080914948,1.131832289,1.037194256,0.91341052,0.8373664397671567,1.23694958,1.119970462,1.412180964,0.9519688351847394,1.102931567,0.698627609,0.92922443,0.6991703007477534,1.238521654,0.945547269,1.195485432,1.1231816207321774,1.253846262,0.771606137,1.170060678,0.9675585244664942,1.100119479,1.109046606,1.102866896,1.0279696466607744,0.794937212,0.606652168,0.986113278,1.092610276817613,0.84206883,1.154850211,0.867263047,1.1046176068954716,0.814080575,1.180748399,1.286490562,1.2376387686428711,0.974930931,1.159977401,0.854129775,1.3033272312862445,1.223779652,1.273211738,0.554029089,1.3554841720847073,0.899030157,1.076268145,1.029533903,0.8997342171862706,0.82189145,0.868297987,0.855798546,0.9977706106436612,0.751785092,1.263983224,0.568521753,0.8173590353072553
1.20982461,0.774887499,0.89191425,0.6347816380869364,0.997777316,0.7879802,0.89638593,1.179155526040126,1.183762157,1.04942654,1.12139005,0.7313215060252236,0.743628068,0.755155193,0.859793522,0.8358980260953469,0.631877082,0.752046567,1.039454216,1.0115015389827584,0.775403683,1.229989003,1.317690655,0.834792489274981,0.56546994,0.842846414,1.158099735,1.251673918390131,0.774474281,1.144011171,0.805555474,1.0176111921512727,1.034344326,0.886239005,0.816392675,1.056309683021898,1.173687191,1.030130761,1.389147261,1.0847982581848588,1.152740871,0.758473491,0.726096311,1.0521512948782934,1.031206061,0.886560195,0.55004437,1.220311945535418,0.90977959,0.697297803,0.745991497,1.295321647750948,0.856831279,1.020220026,0.927186524,1.399950580674028,0.788106877,0.783014064,0.92584668,0.9254914869153896,1.036612412,0.759389281,0.67702731,0.9140094874032612,0.900017526,1.328512373,0.647614057,0.8641429648682981
0.853427337,0.609329157,0.884360161,0.6048738149104932,1.006296576,0.70916134,0.950202367,1.1274694092719688,1.347431237,0.701150466,1.223561638,0.6836764117176,0.858616118,0.864374455,0.71983409,0.8503052831444489,0.578606184,0.548019299,1.119574255,1.0183803483267069,1.173648822,0.923497543,1.276270076,0.6960434142401379,0.944221693,0.909314692,1.142443774,1.1378989743960253,0.749715658,0.988939304,0.850681446,1.005217534080567,0.970730094,1.071937509,1.017742985,1.0142922567391282,0.942073032,1.284261767,1.331583052,1.0895880564351683,1.217431963,0.908483819,1.009333676,1.0353579450279595,0.945504322,0.670368531,0.579650555,1.207779226060671,0.987787189,0.941851606,1.193142241,1.288784559200726,1.229980835,1.046640304,0.816325871,1.3408344796228924,0.699155484,0.917880066,0.671558648,0.9190531426110295,1.271278806,1.187359263,1.443065066,0.8807334805257837,0.843425445,1.053938483,1.39876496,0.8177481942950358
0.929154851,1.08527994,0.944669895,0.6689577248981773,0.778706281,0.850078691,0.845650473,1.2352941176470589,0.786481156,1.156256054,1.037855106,0.849952330628485,0.709441796,1.172045767,0.746728746,0.90526075895452,0.807906909,0.84564559,0.964272922,1.0145467538712252,0.64576199,1.032179084,1.066529304,0.8994249450183557,1.166056552,0.868713633,0.59129005,1.2325076631529917,0.764572222,1.089814984,0.844858865,1.04557701735312,0.832608223,0.739584898,1.144511813,1.0579839920766396,0.863026945,0.917530584,0.698799704,1.132479013212694,1.103086033,0.733845071,1.359029776,1.0647456297956253,1.129908421,1.012116031,0.582069806,1.23020760072809,0.709905265,0.64349776,0.572279615,1.3274239262360266,1.300925165,1.219353406,0.885092459,1.352103227673966,0.55147272,0.95469364,0.634609654,0.9821325587959312,0.971376299,0.887032126,0.862394299,0.944803021714719,0.859912053,1.074999265,1.444125871,0.9028138791744408
0.911115859,1.24724576,1.127589901,0.5577635591801157,1.244293445,1.102117561,1.114615928,1.1141081677737372,0.588411357,0.711308121,0.972911734,0.9587534960557264,0.942185173,1.100281621,0.766472121,0.890665933347154,0.951690689,0.830063096,0.943465557,0.9725536687475428,1.330369651,0.916952043,1.392082373,0.6809651719946053,1.278716774,1.176940998,0.829792146,1.1052432123397298,1.290937469,0.983656023,1.063209342,0.9579446441258368,0.649537006,0.818499615,0.530212998,1.054641668428946,0.741202041,1.104128552,1.230786456,1.1061834839115512,0.734508551,1.045447181,0.89858597,1.123509716901718,1.001931406,0.849999163,1.190785798,1.220754140364483,0.930071013,0.681210519,0.708438232,1.295926311855783,0.986321308,1.183758718,0.618506069,1.3839392662442591,0.977189139,0.918292489,1.021256909,0.8868513658225265,1.318631689,1.244246266,1.476738529,0.9439687546063716,1.067401303,0.804428357,1.390899309,0.7980825193367722
