,A_SO2_ALL,A_PM25_ALL,B_SO2_ALL,B_PM25_ALL,C_SO2_ALL,C_PM25_ALL,D_SO2_ALL,D_PM25_ALL,E_SO2_ALL,E_PM25_ALL,F_SO2_ALL,F_PM25_ALL,G_SO2_ALL,G_PM25_ALL,H_SO2_ALL,H_PM25_ALL,I_SO2_ALL,I_PM25_ALL,J_SO2_ALL,J_PM25_ALL,K_SO2_ALL,K_PM25_ALL,L_SO2_ALL,L_PM25_ALL,M_SO2_ALL,M_PM25_ALL,N_SO2_ALL,N_PM25_ALL,O_SO2_ALL,O_PM25_ALL,P_SO2_ALL,P_PM25_ALL,Q_SO2_ALL,Q_PM25_ALL
34,1.190211129,1.072618674,1.108667922,1.280395614,0.671801154,0.813671523,0.744746763,1.094811991,0.837253235,0.633437804,0.933060561,0.942807017,1.24573619,1.011879383,1.021219599,0.723795189,0.998608102,1.116422323,0.707103735,0.822871069,1.376989288,1.147683851,0.916202522,0.674257368,1.189652398,1.221445497,1.140374476,0.718542695,1.164949063,1.257714613,0.712904623,0.794793872,0.921760113,0.930210059
35,1.397480937,1.185458119,0.871574474,0.829117553,1.248406627,1.28870943,0.926772982,0.892996753,1.039907988,0.966754759,1.006338576,0.976022838,0.807362055,0.786639037,1.010321267,1.01538898,0.912185936,1.064769254,1.371162409,1.341988885,0.99743559,0.9192604,0.870333613,0.87914215,1.260861686,1.293972908,1.119822384,1.078764298,1.356869677,0.861455416,0.841860418,0.847146707,0.901041821,0.913112671
36,1.113363687,0.673502928,1.284600155,1.092367767,0.782242577,0.736900897,1.042021943,1.331726552,1.305037347,1.056695996,0.742606553,0.806094313,1.078267039,0.999919452,0.586898982,0.699425762,0.836778277,0.984061201,1.154393607,1.02873032,1.108036829,1.045469192,1.107018678,1.031098107,0.734719484,0.736326462,0.941296959,1.237554709,0.795939674,0.885568536,1.095652298,0.952911555,0.722852959,0.981971097
37,0.785159771,1.211399211,1.119352685,0.917529725,1.210632097,1.16276705,1.123714699,0.973221569,0.795937574,0.661181299,0.758682059,1.182371161,1.200649541,1.126911275,0.72093502,0.880741317,0.916680667,0.87986411,0.698667053,0.725365677,1.398037613,1.112882028,0.821983405,0.66230738,1.210478477,1.17363052,1.242830294,0.946929054,1.045798913,1.079022645,1.323197794,1.346207785,1.168965015,0.989669776
38,1.355132026,0.898308287,1.331568063,1.303859972,1.053520345,0.914867207,1.122037514,0.885605298,0.980366209,0.944756208,0.78757073,0.868615991,0.889941067,0.881336747,0.694554434,0.964424732,0.918552287,0.94877709,0.877998473,0.930446662,1.018995418,0.958551948,1.036954141,1.090308908,1.082389895,1.080772537,1.012154476,1.092632875,1.122601789,0.890158157,1.137739664,1.218746805,1.11174655,1.25942767
39,0.754825247,0.817219047,0.7113747,0.704654833,0.773828001,0.713343839,1.097480605,0.755548711,0.700011679,1.069805392,1.207664013,1.202805596,0.958986724,1.131919791,0.957120667,0.98766435,0.966506565,0.726199315,1.287061117,1.265318186,0.80334855,0.947337504,0.915345112,0.854255156,0.702093431,0.732422014,1.089953064,0.747590126,0.991443918,0.759920455,0.627040277,0.612593418,0.713656142,1.114843213
40,0.874366542,0.872187713,1.004329585,1.104483876,1.188132744,1.076240742,1.082593765,1.04455627,0.831708578,0.724946495,0.790967365,0.855291003,1.101314851,1.039940402,0.711916945,0.686045119,1.206712477,1.024268915,1.100060688,1.044024791,1.224152826,0.952334118,1.144050001,1.118434594,0.862428179,0.86688849,1.067102485,0.765496516,0.897917893,0.889156887,1.224059184,1.000712498,1.134135705,0.828088466
41,0.9759078,1.100981861,1.050755822,1.009664224,1.397522974,1.394459859,1.358533855,1.311826618,0.719296437,0.882136568,0.872803964,1.034363203,1.124288886,1.065217675,1.061071918,1.106172519,1.066311372,1.2605033,1.411800547,1.377647559,1.281212652,0.883885337,1.329084478,1.185748225,0.843043939,0.892386828,0.932589163,0.761593216,0.985070734,1.048930675,1.199403253,1.095864802,1.215446869,1.200028261
42,1.276796623,1.017405383,1.355787218,1.304892576,1.067998071,1.156488453,0.840958909,0.86842125,0.830119552,1.137799754,1.061426095,1.204600993,1.095018064,0.966691975,0.843272514,1.022006964,0.962364126,0.902218576,0.810960477,0.845529148,1.188569879,0.934423822,1.002107842,1.039628571,1.187061868,1.149664373,0.906130387,1.053044301,1.034496456,1.107964601,0.647518706,0.724341117,1.095237478,0.920250388
43,1.317972368,1.12359556,0.821276496,0.911675217,1.128225091,1.069704361,1.046855991,1.072481667,0.840783167,0.878181721,1.146770828,1.116444389,1.251187637,1.124581629,1.310721557,1.049317019,0.718400721,0.803963847,1.206912855,1.183132178,1.204570482,1.140944084,1.247395515,1.210811171,0.798530939,0.775509287,1.03462955,1.05794259,1.181473662,1.186510078,1.30146093,1.25596185,0.763907707,1.093615883
44,1.437592459,0.87949254,1.062196139,0.83121041,1.16560709,1.131926773,0.978667415,0.787821205,0.604409167,0.777264087,0.945677368,0.63114343,1.008172041,1.060429978,1.162523051,1.294557505,0.774652354,0.865448993,1.086983931,1.083150108,0.715014256,0.788270079,0.978379283,0.846562794,1.270357745,1.286042606,0.870019562,0.704018538,0.955859739,0.921624872,1.36743699,1.31318115,0.660117975,0.863566979
45,1.449188937,1.225593684,1.15139263,1.124528906,1.202350724,1.155975412,1.14088616,1.315247311,0.766968565,0.83854905,1.166700534,0.831722713,1.018852688,0.909258552,1.083735798,0.979595876,0.763295465,0.720572233,0.719608667,0.779126331,1.243356334,1.10660485,1.08450717,1.054333738,0.904596254,0.90604077,0.734163608,0.85558882,1.227204223,0.93479323,1.386394963,1.374455089,0.711433535,0.673340871
46,1.225535853,0.939125617,0.652674882,0.662384615,0.696418186,0.829926324,0.983631222,0.97362122,1.214953252,0.922955826,1.146640598,0.856857802,1.213718741,1.176277516,0.928926131,1.028208261,0.969687174,0.848205495,0.863866636,0.84587085,0.688630961,1.110048959,0.948102242,1.046339725,0.86872989,0.90059981,0.715416572,0.848462864,1.163394843,1.025662744,1.236246838,1.139010943,0.892982246,0.697774397
47,0.919335866,0.835063344,0.942394336,0.795264653,0.86921473,0.995846426,1.046087345,1.067417607,1.170863095,0.977922717,0.787625403,0.724730663,1.01983909,0.885020862,1.305111181,1.152454769,1.074003565,0.996098502,0.959993772,0.993723748,0.769298008,1.216161517,0.888680019,1.066462499,1.175731311,1.120367515,1.099779951,1.187162117,0.75278996,0.9880591,1.217271731,1.153541342,1.042475058,0.681062506
48,0.590526929,0.893537088,0.995852294,0.884649875,0.713264153,0.710517138,1.209883935,1.205557454,1.31476473,1.148553043,1.221481383,1.342913182,1.070165572,1.047730962,1.329723061,1.128031904,0.956598672,0.816826939,1.317106832,1.215988999,1.048817698,1.14977518,0.960506892,1.008688183,1.312880793,1.306289443,1.029439327,0.969125817,1.280488396,1.087755071,0.812009529,0.824629534,1.007086292,1.013514799
49,1.203280485,1.090417759,1.040905991,1.006150698,0.879059409,0.889470834,0.766682457,0.84982956,0.920857268,0.97628172,0.826657394,0.724338747,1.101584108,1.07523611,1.19512848,1.09763434,0.855934739,0.923933161,0.837365787,0.851067446,1.266572516,0.858493866,1.201217094,0.867874062,1.236098395,1.190100745,0.951689515,0.896533739,0.800181617,0.834468158,1.323067278,1.141222344,0.990933871,1.039486224
50,1.257023875,1.276366136,1.205715329,1.041109875,0.895628913,0.922874954,1.218433902,1.059311916,1.104281343,1.010773358,1.135327769,1.354124729,1.206459433,1.124047657,1.084147051,0.946619625,0.904339032,0.839528432,1.387628535,1.29370791,0.93543583,0.977593178,1.22179474,1.130658354,1.173708303,1.226579866,0.905571398,0.824955556,1.017818258,0.927878098,1.130890659,1.096806093,0.900734446,1.247406426
51,1.260748856,0.664060017,1.329457123,1.304428059,0.85636585,0.861237204,0.720945597,0.763646475,1.403967538,1.040268127,1.091040048,1.066924265,1.315499385,1.198346926,0.758843319,0.937582631,0.71660128,0.86309848,1.333798956,1.273127387,0.6811906,1.081940572,1.256890354,1.131771999,0.705269879,0.718498125,1.108843314,1.277742141,0.769492792,1.219367897,0.93044833,0.947553398,0.900471911,0.963874806
52,1.108646291,0.847925642,0.984182309,1.010721716,0.946388016,0.935001127,0.792731237,0.782302313,1.285849058,1.070888033,0.800719309,1.044477024,1.007593145,1.112202092,1.204562997,1.094623506,1.087668836,1.092038772,1.32190617,1.31199222,0.771448432,0.997874843,0.854213125,1.112983209,1.125403006,1.125866126,0.905657991,1.002492378,1.050683171,0.775492181,0.777355478,0.74631734,1.302297707,0.978953211
53,0.883499269,1.071180034,1.090796704,0.984316716,0.979327411,1.069394275,0.696432728,1.074732537,1.190798151,0.917598013,0.78071556,0.959314356,0.808830916,0.709280306,0.628878388,0.758976033,0.995475851,1.016687863,0.681415814,0.691248346,1.183504609,0.887163035,0.883857233,0.805472722,0.598192921,0.659511492,0.993134061,1.003669468,1.207246313,0.857692295,1.12920158,1.006931769,1.014877979,0.941799871
54,0.671752502,0.550902292,1.049897097,1.04415548,0.926968295,1.099485331,1.180269976,1.203375892,0.758321646,0.838513125,0.924664356,1.269345776,0.976301585,1.029724623,1.176320862,1.109437151,0.792543537,0.739945926,1.227044415,1.194493043,0.892866383,0.844827261,1.24453995,1.083071071,1.261885069,1.223986831,1.087398429,0.911227418,1.083310701,1.005519084,0.756998179,0.782884643,1.058101068,1.025100502
55,1.116089034,1.119438665,0.986013744,1.060415697,1.102005834,0.933546566,0.82847422,0.967891698,1.158943738,1.076380728,0.937107921,0.890768405,1.282672989,1.15761681,0.746518474,0.916040404,0.981545083,1.027150961,0.766784721,0.872822909,0.851497,0.8832874,1.108970976,1.002242601,0.665184527,0.751381402,1.272225125,1.328300733,1.274907559,0.802919975,1.02632444,1.018131635,0.713772306,1.063242257
56,1.448406505,1.313620987,1.094661823,1.225715836,0.920832569,0.919908896,1.188213186,1.206674291,0.70183524,1.050475564,1.082102317,0.79699647,1.255262257,1.030046584,1.043614324,0.897727748,1.057220798,0.91400151,1.104260909,1.009669616,0.974156714,1.012243843,0.870484448,1.036832734,1.382521454,1.338870606,1.142320427,1.115394634,0.677291513,0.997930489,1.034499192,1.118081088,0.829935371,1.009118447
57,1.217061276,1.296687937,0.89805006,0.753331057,1.011383247,0.847998118,1.065388766,0.866840593,1.191840088,1.120203426,1.049325885,0.945745497,0.770834828,0.984745073,1.011337549,1.084001773,1.401829698,1.207338899,0.668425353,0.739373077,0.88330589,0.941672407,0.790337481,0.875964337,1.224023021,1.138536024,0.986933549,0.839705034,1.402646011,1.31158698,0.957301224,0.985621298,1.179075995,1.073060564
58,1.425119844,1.128191249,0.96153323,1.064027159,0.926332247,0.963036595,0.850436772,1.058284638,1.018071284,1.240573747,1.040787586,1.084410353,0.804382913,0.790020046,1.006451232,0.924771256,0.630970842,0.64978536,1.119881896,1.095559647,0.986523116,0.740118897,1.141106399,0.975790913,0.791667992,0.781295968,1.177668566,0.855443157,1.025579985,1.042933195,0.713202087,0.745988355,0.78526944,1.104531237
59,0.899358783,0.91606004,0.965077002,1.01638527,0.798393997,0.980628178,1.058609329,0.940963265,0.734080708,0.796872848,1.18107264,0.928454766,1.337319963,1.229932211,0.985949298,0.856527311,0.88412032,0.929537506,0.909793566,0.950577814,1.221955593,1.026726404,0.876564395,0.881101143,1.064901782,1.049849012,1.048409852,0.810711894,0.580442428,0.712426261,1.323916668,1.289993864,0.637965935,1.236790368
60,0.742186687,0.927929004,1.218222046,0.841471427,1.276163274,1.270261188,1.380418969,1.068413873,0.815201557,1.037765296,0.876116688,1.034696882,1.277404048,1.279172294,0.937345118,1.032020614,0.719238312,0.808429475,1.109644255,1.090953563,0.917186107,1.006670319,0.771222106,0.841192814,1.207226424,1.129129947,1.178281527,1.131263778,1.25989092,1.215970879,1.233430499,1.06671046,0.926265848,1.156269191
61,0.819170087,1.195547547,0.982129094,1.085483373,0.801156912,0.728848869,1.14547717,1.086043304,1.35018335,1.318970864,1.15531647,1.374145867,0.978186475,0.870238018,1.296080981,1.018768697,0.932940686,1.079500037,0.631993524,0.673648678,1.254329252,0.96922126,0.869891828,1.256885256,1.100150669,1.065520705,0.994228143,0.934539585,1.247056627,0.914632202,1.053880735,0.900912462,1.025930354,0.886982021
62,0.851220989,0.994537402,1.027706466,0.969125058,0.869524719,0.762242407,0.801518304,0.959041469,1.062404626,0.767301942,0.970669584,0.873399947,0.860411706,0.887642267,0.595919969,0.971296683,1.042139771,0.881139081,1.391506509,1.335417078,1.1383548,0.924361816,0.688776382,0.849320088,0.789755002,0.874894825,0.911481895,0.849707732,0.770946526,0.992499723,0.780108589,0.713916005,0.693800095,0.829807936
63,1.419426315,1.193073992,1.010567223,1.143763111,1.23811896,1.254104593,0.715883711,0.86177435,0.929813519,1.051841722,0.844053701,1.078204943,1.105528263,0.954253319,0.74961572,0.811061152,1.233624463,1.208975909,0.589187851,0.666398187,1.155179408,1.179058227,0.876209495,0.996642619,0.98846858,1.010230474,0.876675879,1.011859515,1.158572711,1.194414821,1.308883709,1.229479806,1.096877007,0.91571225
