A_O3_ALL,B_O3_ALL,C_O3_ALL,D_O3_ALL,E_O3_ALL,F_O3_ALL,G_O3_ALL,H_O3_ALL,I_O3_ALL,J_O3_ALL,K_O3_ALL,L_O3_ALL,M_O3_ALL,N_O3_ALL,O_O3_ALL,P_O3_ALL,Q_O3_ALL
0.5878972955701509,1.2935704882881687,1.0275302172009786,1.0331511761536811,1.140789105565813,0.9865485689382942,1.304938236636867,1.1591070198057916,1.2064553321433715,1.259479531371302,1.2439232205736708,1.3230502325513098,1.386677766328996,1.479846546456609,1.0656651974467357,1.1220884161003863,1.0132740519163015
0.5567649208071543,1.2923712590364984,1.0234600508771559,1.0380202244789305,1.1880884189880965,0.9490646444993527,1.301376829583401,1.1718551244309792,1.2383310465636848,1.2522384440205518,1.2429086819042952,1.349620639338461,1.392906188950078,1.4661612569355353,1.0695563564480317,1.1568145771373644,1.0564730316575082
0.6157005396424111,1.2844275057361756,1.0085945787047152,0.9912168906726067,1.1019506913624069,0.9960539898618634,1.3025310842820974,1.1689298431073165,1.194285783362555,1.2295229769737968,1.2215379048389454,1.3229756743272196,1.3675891406238456,1.4849045862093828,1.0435248762884912,1.0704372617120541,1.0002286360044461
0.5775613814327166,1.2935118124711056,1.05019600948533,1.0439317362472258,1.1108871719027256,0.987614656309781,1.2988396381010774,1.1301949871129782,1.178057557658744,1.2383177446637954,1.2386016926099284,1.2980248122519777,1.3741833808520412,1.4564628509424429,1.017758573957688,1.1142716913359565,0.9717512958830683
0.6773273816598626,1.304587287666119,1.0165016826596158,0.9933908450549542,1.119987852569852,1.0522018929801635,1.313925528591543,1.1607804479643655,1.2092820626706267,1.2382716027385448,1.217304675040269,1.326363818758573,1.3731340974972737,1.4973242598606324,1.0795313067893975,1.0773785801502906,1.0100751139547346
0.5619475007496527,1.2820753734800239,1.0687725274049091,1.0405926521718147,1.1267919433249363,0.9593785628854692,1.2832812383214771,1.1409180080414132,1.2074087373698383,1.2654703937340863,1.2716480971017803,1.3372352188474343,1.3931563138205112,1.4712078072874812,1.0817636912262236,1.173079329305305,1.0310075734505262
0.6092305016803863,1.3074757967630672,0.9852203450500545,1.0403207465923252,1.188227551331279,1.0400050952727844,1.348594396225996,1.194131075815576,1.2358743423278036,1.2568982255050505,1.232733803700392,1.325993454543645,1.3895953368515683,1.4851565542992002,1.1061544910915826,1.0936361130423102,1.0565403398853537
0.5762948746735237,1.2852879819853569,0.9376533961731879,1.0489201023072776,1.1948157703761528,0.9574045670859817,1.2917562688889666,1.1797676658830631,1.190550622161807,1.2623560902625761,1.216269676635729,1.3193351931621722,1.3869234674729072,1.4650261409981113,1.0991869682177677,1.0674428903818078,1.0310995193774737
0.6949538121478664,1.3362263941581498,1.0489122379045717,1.08631696535064,1.191018984207327,1.0816650175485238,1.3339306951354768,1.2268480970034752,1.237194271728815,1.288706017291057,1.2426968652767298,1.3324881609250947,1.4093582429277747,1.4701419963989024,1.1551001680678157,1.1210786390810863,1.0837910482268829
0.54028056440975,1.2773758091771499,1.1329918574862095,1.074306332801063,1.144852390537268,0.9346409305726535,1.272244224970947,1.1323717370447255,1.2349551902615594,1.2728173740384578,1.2835728663483776,1.3262676641473647,1.3896197287880856,1.4799584913138748,1.0710944001428373,1.120293519784395,1.020679677317413
0.5909421403912005,1.2811310000285392,1.054630580281405,1.0414540193103652,1.1486737836848726,0.9747781385947991,1.2943659910540575,1.1564450423711592,1.1940324021378765,1.2663704070390585,1.2206169709939632,1.3264282085557269,1.377353103786369,1.4925635313945267,1.033301951499307,1.1155080614582182,0.9876575111604631
0.5723947760582146,1.2817603672872675,1.0197667000361057,1.0312868211872293,1.1384555898254414,0.9354660170096587,1.2785735638533129,1.1323824891577996,1.1567359638306292,1.2523806176757182,1.2563698359482525,1.298855796991012,1.3699578925747782,1.4662976551699647,1.0177838260632512,1.1022720873823617,0.9707382932298461
0.5958208041775708,1.2944173861545532,0.9947051219165206,1.0364239350515847,1.126278514565473,1.0242581034298597,1.308344874702708,1.210391342816349,1.2507764638456664,1.2672894362240104,1.2272364018870756,1.3159484004250344,1.3743157240038253,1.4877246504265318,1.1433748351585866,1.136904059908808,1.0752270823241068
